q,K,digit,G,G2,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10
24,3,2,667,617,43,46,33,21,14,8,6,4,3,1,0,0,57,44,29,20,14,7,5,3,1,0
24,3,0,622,562,46,47,30,19,13,9,6,3,2,1,0,0,58,44,29,16,11,8,4,2,1,0
24,3,1,622,571,46,47,30,19,13,9,6,3,2,1,0,0,61,44,28,18,12,6,3,2,1,1
24,3,2,622,551,46,47,30,19,13,9,6,3,2,1,0,0,57,42,26,19,11,7,5,2,1,0
24,3,0,672,647,47,43,32,23,13,8,5,4,2,2,1,0,63,44,31,18,10,7,5,4,2,1
24,3,1,672,656,47,43,32,23,13,8,5,4,2,2,1,0,59,45,31,21,13,7,4,3,1,1
24,3,2,672,629,47,43,32,23,13,8,5,4,2,2,1,0,58,44,28,19,12,8,5,2,2,1
24,4,0,916,1175,0,68,51,36,24,16,12,9,5,2,1,76,75,55,37,23,16,9,5,3,2,1
24,4,1,916,1111,0,68,51,36,24,16,12,9,5,2,1,75,76,50,33,23,15,11,7,4,1,1
24,4,2,916,1162,0,68,51,36,24,16,12,9,5,2,1,75,75,53,37,25,16,11,7,3,2,1
24,4,0,897,1142,0,72,53,35,22,17,11,6,5,4,2,77,77,54,35,21,15,12,7,5,2,0
24,4,1,897,1097,0,72,53,35,22,17,11,6,5,4,2,74,77,49,34,23,15,8,7,3,2,2
24,4,2,897,1128,0,72,53,35,22,17,11,6,5,4,2,77,74,53,34,24,16,9,4,4,3,1
24,4,0,896,1090,0,64,52,35,25,18,12,8,4,2,2,78,73,52,34,25,17,9,4,3,2,1
24,4,1,896,1127,0,64,52,35,25,18,12,8,4,2,2,72,78,56,36,23,15,10,6,3,2,1
24,4,2,896,1136,0,64,52,35,25,18,12,8,4,2,2,73,72,51,37,24,15,10,7,3,1,1
24,4,0,1034,1364,0,71,47,35,22,16,13,10,7,3,2,74,78,51,38,23,16,12,8,6,4,2
24,4,1,1034,1378,0,71,47,35,22,16,13,10,7,3,2,77,74,50,34,26,18,14,9,5,2,1
24,4,2,1034,1321,0,71,47,35,22,16,13,10,7,3,2,78,77,57,39,27,20,12,8,4,2,2
24,4,0,1069,1388,0,64,52,33,27,18,11,8,5,5,4,79,80,56,37,27,19,11,6,5,5,3
24,4,1,1069,1368,0,64,52,33,27,18,11,8,5,5,4,71,79,55,39,25,16,14,10,6,3,1
24,4,2,1069,1421,0,64,52,33,27,18,11,8,5,5,4,80,71,55,38,29,19,11,9,6,4,3
24,4,0,993,1285,0,68,57,41,26,16,10,9,5,4,3,83,77,56,41,24,18,11,7,4,2,2
24,4,1,993,1225,0,68,57,41,26,16,10,9,5,4,3,80,83,59,35,23,14,9,8,6,4,1
24,4,2,993,1220,0,68,57,41,26,16,10,9,5,4,3,77,80,57,39,27,16,12,7,3,2,1
24,4,0,1023,1288,0,71,54,36,26,18,13,8,7,3,1,78,84,60,35,24,18,11,7,4,1,1
24,4,1,1023,1362,0,71,54,36,26,18,13,8,7,3,1,78,78,54,43,29,16,11,7,6,3,2
24,4,2,1023,1334,0,71,54,36,26,18,13,8,7,3,1,84,78,55,37,26,19,13,8,4,3,1
24,4,0,999,1289,0,70,51,37,26,17,11,6,4,4,3,81,71,53,39,27,16,8,6,5,4,3
24,4,1,999,1249,0,70,51,37,26,17,11,6,4,4,3,80,81,57,37,23,15,12,5,4,4,2
24,4,2,999,1281,0,70,51,37,26,17,11,6,4,4,3,71,80,52,35,24,17,11,9,5,2,1
24,4,0,815,989,0,67,50,33,19,12,10,9,4,3,1,70,72,46,30,20,14,10,5,2,2,1
24,4,1,815,1105,0,67,50,33,19,12,10,9,4,3,1,68,70,46,30,20,15,10,7,4,1,1
24,4,2,815,1087,0,67,50,33,19,12,10,9,4,3,1,72,68,51,33,20,12,9,7,4,3,1
24,4,0,888,1107,0,65,53,38,23,16,10,6,5,3,2,73,74,46,33,23,15,11,6,4,2,1
24,4,1,888,1098,0,65,53,38,23,16,10,6,5,3,2,75,73,55,31,21,16,9,6,3,2,1
24,4,2,888,1061,0,65,53,38,23,16,10,6,5,3,2,74,75,56,40,22,12,7,5,4,2,1
24,4,0,868,1090,0,68,48,30,25,16,10,5,3,2,2,68,76,47,27,20,14,9,6,3,3,2
24,4,1,868,1093,0,68,48,30,25,16,10,5,3,2,2,68,68,47,34,25,14,7,4,3,2,1
24,4,2,868,1092,0,68,48,30,25,16,10,5,3,2,2,76,68,50,35,21,13,9,5,4,2,2
24,4,0,854,1040,0,69,54,36,24,14,7,7,5,4,2,72,75,52,33,23,12,6,6,4,2,1
24,4,1,854,1034,0,69,54,36,24,14,7,7,5,4,2,75,72,50,36,22,12,9,4,3,3,1
24,4,2,854,1034,0,69,54,36,24,14,7,7,5,4,2,75,75,51,30,18,15,10,8,4,1,0
24,4,0,845,1030,0,69,49,33,22,18,12,5,4,2,2,80,65,52,34,21,13,7,4,4,2,1
24,4,1,845,1118,0,69,49,33,22,18,12,5,4,2,2,73,80,50,33,23,14,11,6,4,2,1
24,4,2,845,1072,0,69,49,33,22,18,12,5,4,2,2,65,73,47,33,23,18,9,5,2,2,2
24,4,0,864,1075,0,64,49,38,27,15,10,5,3,3,2,72,77,52,37,24,12,7,5,4,2,1
24,4,1,864,1059,0,64,49,38,27,15,10,5,3,3,2,69,72,47,34,23,14,8,5,3,3,2
24,4,2,864,1110,0,64,49,38,27,15,10,5,3,3,2,77,69,55,34,20,14,10,5,3,2,1
24,4,0,878,1075,0,69,50,35,22,17,11,7,5,2,1,75,71,49,32,20,17,12,5,3,1,1
24,4,1,878,1112,0,69,50,35,22,17,11,7,5,2,1,75,75,54,34,23,13,8,7,5,2,1
24,4,2,878,1102,0,69,50,35,22,17,11,7,5,2,1,71,75,49,36,24,15,8,5,2,2,1
24,4,0,884,1081,0,62,53,35,25,17,12,7,3,3,2,76,68,53,32,24,17,9,5,2,2,2
24,4,1,884,1090,0,62,53,35,25,17,12,7,3,3,2,76,76,55,37,25,15,8,3,3,2,1
24,4,2,884,1085,0,62,53,35,25,17,12,7,3,3,2,68,76,50,36,21,13,11,8,4,2,0
24,4,0,921,1164,0,66,49,33,23,15,10,9,7,3,2,74,71,51,35,21,13,10,8,6,3,1
24,4,1,921,1149,0,66,49,33,23,15,10,9,7,3,2,73,74,48,34,26,14,12,8,3,1,1
24,4,2,921,1151,0,66,49,33,23,15,10,9,7,3,2,71,73,53,34,23,20,10,6,4,2,1
24,4,0,758,943,0,59,47,27,21,15,9,6,3,2,1,64,67,45,27,19,13,8,6,3,2,1
24,4,1,758,942,0,59,47,27,21,15,9,6,3,2,1,61,64,44,31,21,13,7,4,2,1,1
24,4,2,758,938,0,59,47,27,21,15,9,6,3,2,1,67,61,44,28,19,12,8,4,3,2,1
24,4,0,676,788,0,63,43,32,19,14,9,4,3,2,1,64,59,40,28,18,14,6,3,2,1,0
24,4,1,676,774,0,63,43,32,19,14,9,4,3,2,1,67,64,45,27,15,9,7,4,2,1,0
24,4,2,676,802,0,63,43,32,19,14,9,4,3,2,1,59,67,42,29,19,10,6,3,2,1,1
24,4,0,706,870,0,60,49,35,22,12,7,5,3,2,1,64,68,45,28,16,10,8,5,1,1,1
24,4,1,706,821,0,60,49,35,22,12,7,5,3,2,1,65,64,45,29,20,11,5,3,3,1,0
24,4,2,706,881,0,60,49,35,22,12,7,5,3,2,1,68,65,47,31,17,10,6,4,3,2,1
24,4,0,706,880,0,64,44,30,20,12,8,5,3,2,2,69,63,47,29,16,12,6,4,2,1,1
24,4,1,706,849,0,64,44,30,20,12,8,5,3,2,2,59,69,41,27,17,9,7,4,3,2,1
24,4,2,706,902,0,64,44,30,20,12,8,5,3,2,2,63,59,39,27,20,12,8,5,3,2,1
24,4,0,749,939,0,60,52,33,19,12,7,5,3,1,1,66,62,44,28,19,10,6,5,2,1,1
24,4,1,749,924,0,60,52,33,19,12,7,5,3,1,1,68,66,46,29,16,11,7,3,3,2,2
24,4,2,749,944,0,60,52,33,19,12,7,5,3,1,1,62,68,46,27,16,11,7,5,3,2,1
24,4,0,725,916,0,61,44,29,21,14,9,5,3,2,1,68,60,43,30,20,13,7,4,3,2,1
24,4,1,725,882,0,61,44,29,21,14,9,5,3,2,1,63,68,42,26,17,12,7,4,3,2,1
24,4,2,725,950,0,61,44,29,21,14,9,5,3,2,1,60,63,45,30,20,11,8,5,2,1,1
24,4,0,744,838,0,61,48,33,24,14,9,6,3,1,1,66,69,47,31,20,11,7,4,2,1,0
24,4,1,744,869,0,61,48,33,24,14,9,6,3,1,1,66,66,42,30,21,13,8,4,1,1,1
24,4,2,744,931,0,61,48,33,24,14,9,6,3,1,1,69,66,51,31,18,11,6,4,3,1,1
24,4,0,684,824,0,67,46,29,18,13,10,5,3,2,1,66,62,41,28,18,11,7,3,2,1,1
24,4,1,684,826,0,67,46,29,18,13,10,5,3,2,1,66,66,43,24,16,13,9,4,2,1,0
24,4,2,684,773,0,67,46,29,18,13,10,5,3,2,1,62,66,43,29,18,10,5,4,2,1,0
24,4,0,682,778,0,59,45,34,22,14,7,5,3,2,1,67,66,46,27,14,10,7,5,2,0,0
24,4,1,682,828,0,59,45,34,22,14,7,5,3,2,1,59,67,43,29,21,11,5,4,2,1,1
24,4,2,682,798,0,59,45,34,22,14,7,5,3,2,1,66,59,44,32,19,11,6,2,2,2,0
24,4,0,707,814,0,61,47,32,19,13,9,7,3,2,1,63,66,44,31,17,9,7,5,2,1,0
24,4,1,707,868,0,61,47,32,19,13,9,7,3,2,1,65,63,44,27,20,13,9,4,1,1,1
24,4,2,707,796,0,61,47,32,19,13,9,7,3,2,1,66,65,45,28,17,13,6,4,3,1,0
24,4,0,725,822,0,60,48,34,22,14,9,5,5,2,0,69,65,50,31,18,10,6,4,2,1,0
24,4,1,725,842,0,60,48,34,22,14,9,5,5,2,0,65,69,46,31,19,12,7,4,2,0,0
24,4,2,725,871,0,60,48,34,22,14,9,5,5,2,0,65,65,43,29,20,13,8,4,3,1,0
24,4,0,696,849,0,65,45,29,22,14,8,3,2,2,2,63,64,42,29,20,12,6,4,3,1,0
24,4,1,696,838,0,65,45,29,22,14,8,3,2,2,2,66,63,43,28,15,9,6,4,2,2,2
24,4,2,696,861,0,65,45,29,22,14,8,3,2,2,2,64,66,43,26,19,11,6,2,2,2,1
24,4,0,748,952,0,64,48,34,21,12,7,6,5,4,1,68,65,46,31,18,13,9,6,4,2,0
24,4,1,748,870,0,64,48,34,21,12,7,6,5,4,1,69,68,48,30,17,10,7,6,3,1,0
24,4,2,748,925,0,64,48,34,21,12,7,6,5,4,1,65,69,44,29,21,12,7,4,3,2,1
24,4,0,745,959,0,63,46,29,22,17,10,6,4,1,1,66,67,46,31,23,14,7,4,2,1,1
24,4,1,745,871,0,63,46,29,22,17,10,6,4,1,1,67,66,44,31,21,14,7,3,2,1,0
24,4,2,745,933,0,63,46,29,22,17,10,6,4,1,1,67,67,47,29,18,12,9,6,3,1,1
24,4,0,753,920,0,59,47,32,21,14,11,6,2,1,1,65,64,45,31,18,11,7,4,2,1,1
24,4,1,753,943,0,59,47,32,21,14,11,6,2,1,1,67,65,45,27,20,12,9,5,2,1,1
24,4,2,753,923,0,59,47,32,21,14,11,6,2,1,1,64,67,47,32,20,14,7,3,2,2,1
24,4,0,651,822,0,64,46,30,18,13,8,6,4,2,0,64,65,45,25,18,11,6,4,3,1,0
24,4,1,651,814,0,64,46,30,18,13,8,6,4,2,0,62,64,42,28,17,12,7,4,2,1,0
24,4,2,651,735,0,64,46,30,18,13,8,6,4,2,0,65,62,40,28,16,10,7,4,1,0,0
24,4,0,732,879,0,57,48,32,22,14,9,4,2,2,2,61,66,46,29,18,11,6,4,3,2,1
24,4,1,732,871,0,57,48,32,22,14,9,4,2,2,2,66,61,46,30,20,11,7,4,2,2,1
24,4,2,732,869,0,57,48,32,22,14,9,4,2,2,2,66,66,44,29,18,12,7,3,2,1,1
24,4,0,667,796,0,64,45,31,19,10,7,6,4,2,1,66,59,41,28,16,11,7,3,2,1,1
24,4,1,667,817,0,64,45,31,19,10,7,6,4,2,1,64,66,45,26,14,10,7,5,3,1,0
24,4,2,667,769,0,64,45,31,19,10,7,6,4,2,1,59,64,39,26,19,9,6,5,2,1,0
24,4,0,610,738,0,62,43,30,20,11,7,4,3,2,0,62,57,38,28,17,10,5,3,2,1,0
24,4,1,610,686,0,62,43,30,20,11,7,4,3,2,0,63,62,43,24,13,8,6,3,1,1,0
24,4,2,610,709,0,62,43,30,20,11,7,4,3,2,0,57,63,39,25,17,9,5,3,2,0,0
24,4,0,622,716,0,60,49,31,17,11,8,5,2,1,1,59,63,42,22,13,10,7,4,1,1,0
24,4,1,622,693,0,60,49,31,17,11,8,5,2,1,1,63,59,43,27,16,9,4,3,2,0,0
24,4,2,622,727,0,60,49,31,17,11,8,5,2,1,1,63,63,40,27,16,9,6,2,1,1,1
24,4,0,617,715,0,57,44,29,20,14,7,5,3,1,0,58,58,40,30,19,12,5,2,1,0,0
24,4,1,617,716,0,57,44,29,20,14,7,5,3,1,0,64,58,39,26,15,9,5,3,2,1,0
24,4,2,617,711,0,57,44,29,20,14,7,5,3,1,0,58,64,44,23,16,9,6,4,1,0,0
24,4,0,562,622,0,58,44,29,16,11,8,4,2,1,0,56,57,37,25,14,7,6,3,1,0,0
24,4,1,562,659,0,58,44,29,16,11,8,4,2,1,0,60,56,37,22,14,11,6,3,1,0,0
24,4,2,562,610,0,58,44,29,16,11,8,4,2,1,0,57,60,41,24,14,8,3,1,1,1,0
24,4,0,571,654,0,61,44,28,18,12,6,3,2,1,1,63,61,38,23,13,11,6,2,1,0,0
24,4,1,571,658,0,61,44,28,18,12,6,3,2,1,1,52,63,39,21,13,8,3,3,2,1,1
24,4,2,571,621,0,61,44,28,18,12,6,3,2,1,1,61,52,38,27,17,6,4,2,1,1,0
24,4,0,551,613,0,57,42,26,19,11,7,5,2,1,0,52,57,34,20,14,10,7,3,0,0,0
24,4,1,551,653,0,57,42,26,19,11,7,5,2,1,0,61,52,40,25,16,9,4,3,2,0,0
24,4,2,551,639,0,57,42,26,19,11,7,5,2,1,0,57,61,39,26,15,7,4,2,1,1,0
24,4,0,647,769,0,63,44,31,18,10,7,5,4,2,1,62,60,43,26,14,10,7,5,3,0,0
24,4,1,647,797,0,63,44,31,18,10,7,5,4,2,1,63,62,42,26,16,9,5,4,2,2,1
24,4,2,647,760,0,63,44,31,18,10,7,5,4,2,1,60,63,37,26,17,10,7,3,2,1,0
24,4,0,656,806,0,59,45,31,21,13,7,4,3,1,1,63,64,45,28,17,10,5,3,1,1,1
24,4,1,656,762,0,59,45,31,21,13,7,4,3,1,1,59,63,40,29,17,9,5,3,3,1,0
24,4,2,656,788,0,59,45,31,21,13,7,4,3,1,1,64,59,42,25,17,11,7,4,2,1,1
24,4,0,629,726,0,58,44,28,19,12,8,5,2,2,1,61,56,39,26,18,11,6,3,2,0,0
24,4,1,629,784,0,58,44,28,19,12,8,5,2,2,1,62,61,43,26,14,10,6,3,2,2,1
24,4,2,629,724,0,58,44,28,19,12,8,5,2,2,1,56,62,39,25,17,9,6,4,1,1,0
24,5,0,1175,1485,76,75,55,37,23,16,9,5,3,2,1,0,101,75,53,33,19,12,8,5,3,2
24,5,1,1175,1529,76,75,55,37,23,16,9,5,3,2,1,0,104,77,49,31,20,14,8,3,3,2
24,5,2,1175,1531,76,75,55,37,23,16,9,5,3,2,1,0,99,76,51,34,22,12,6,5,2,1
24,5,0,1111,1527,75,76,50,33,23,15,11,7,4,1,1,0,97,76,50,33,22,13,9,5,2,1
24,5,1,1111,1485,75,76,50,33,23,15,11,7,4,1,1,0,100,74,51,31,20,13,8,5,3,1
24,5,2,1111,1382,75,76,50,33,23,15,11,7,4,1,1,0,100,72,45,32,21,14,8,4,2,1
24,5,0,1162,1448,75,75,53,37,25,16,11,7,3,2,1,0,105,77,53,33,20,12,8,5,2,1
24,5,1,1162,1450,75,75,53,37,25,16,11,7,3,2,1,0,100,74,52,35,23,14,8,4,2,1
24,5,2,1162,1487,75,75,53,37,25,16,11,7,3,2,1,0,100,79,50,34,22,14,8,4,2,1
24,5,0,1142,1427,77,77,54,35,21,15,12,7,5,2,0,0,100,79,52,32,19,12,9,4,2,1
24,5,1,1142,1439,77,77,54,35,21,15,12,7,5,2,0,0,101,75,50,34,20,14,7,4,3,1
24,5,2,1142,1487,77,77,54,35,21,15,12,7,5,2,0,0,104,74,49,31,23,15,10,6,2,0
24,5,0,1097,1442,74,77,49,34,23,15,8,7,3,2,2,0,101,69,48,29,21,15,8,6,2,1
24,5,1,1097,1447,74,77,49,34,23,15,8,7,3,2,2,0,102,74,43,31,22,11,8,4,3,2
24,5,2,1097,1353,74,77,49,34,23,15,8,7,3,2,2,0,91,77,52,34,17,11,6,4,2,1
24,5,0,1128,1519,77,74,53,34,24,16,9,4,4,3,1,0,94,77,51,33,21,14,7,4,3,1
24,5,1,1128,1463,77,74,53,34,24,16,9,4,4,3,1,0,99,78,53,32,20,12,8,5,2,1
24,5,2,1128,1435,77,74,53,34,24,16,9,4,4,3,1,0,107,68,45,31,21,12,7,4,4,3
24,5,0,1090,1351,78,73,52,34,25,17,9,4,3,2,1,0,99,71,45,31,23,14,6,2,2,2
24,5,1,1090,1339,78,73,52,34,25,17,9,4,3,2,1,0,101,76,50,32,21,11,5,3,2,1
24,5,2,1090,1351,78,73,52,34,25,17,9,4,3,2,1,0,98,73,52,32,17,11,8,5,2,0
24,5,0,1127,1392,72,78,56,36,23,15,10,6,3,2,1,0,93,76,53,37,21,13,6,2,1,1
24,5,1,1127,1412,72,78,56,36,23,15,10,6,3,2,1,0,102,79,50,28,22,12,7,5,2,1
24,5,2,1127,1424,72,78,56,36,23,15,10,6,3,2,1,0,107,75,49,31,17,12,9,5,3,1
24,5,0,1136,1425,73,72,51,37,24,15,10,7,3,1,1,0,100,69,48,35,25,15,6,3,1,1
24,5,1,1136,1426,73,72,51,37,24,15,10,7,3,1,1,0,97,77,51,31,20,11,9,7,2,1
24,5,2,1136,1451,73,72,51,37,24,15,10,7,3,1,1,0,98,76,51,33,17,12,8,3,3,1
24,5,0,1364,1837,74,78,51,38,23,16,12,8,6,4,2,0,103,80,52,37,25,16,13,7,4,4
24,5,1,1364,1885,74,78,51,38,23,16,12,8,6,4,2,0,109,84,53,36,23,16,10,7,6,3
24,5,2,1364,1856,74,78,51,38,23,16,12,8,6,4,2,0,102,76,57,38,25,18,11,8,4,1
24,5,0,1378,1844,77,74,50,34,26,18,14,9,5,2,1,0,103,80,59,38,25,15,11,8,3,2
24,5,1,1378,1887,77,74,50,34,26,18,14,9,5,2,1,0,104,79,53,37,26,19,11,6,5,3
24,5,0,1321,1733,78,77,57,39,27,20,12,8,4,2,2,0,110,85,56,37,25,18,11,6,2,1
24,5,1,1321,1776,78,77,57,39,27,20,12,8,4,2,2,0,109,81,59,42,27,15,10,5,3,2
24,5,2,1321,1708,78,77,57,39,27,20,12,8,4,2,2,0,108,83,57,36,24,16,8,6,4,2
24,5,0,1388,1873,79,80,56,37,27,19,11,6,5,5,3,0,106,83,59,40,27,18,10,5,4,3
24,5,1,1388,1863,79,80,56,37,27,19,11,6,5,5,3,0,112,84,57,36,25,15,10,7,4,4
24,5,2,1388,1816,79,80,56,37,27,19,11,6,5,5,3,0,111,83,54,38,25,17,11,8,6,2
24,5,0,1368,1812,71,79,55,39,25,16,14,10,6,3,1,0,109,82,55,38,25,17,10,6,3,2
24,5,1,1368,1938,71,79,55,39,25,16,14,10,6,3,1,0,103,86,59,39,26,18,13,9,4,3
24,5,2,1368,1882,71,79,55,39,25,16,14,10,6,3,1,0,109,82,57,39,26,17,13,7,5,1
24,5,0,1421,1867,80,71,55,38,29,19,11,9,6,4,3,0,112,83,59,37,27,18,11,6,4,3
24,5,1,1421,1919,80,71,55,38,29,19,11,9,6,4,3,0,107,81,56,42,25,17,12,9,4,2
24,5,2,1421,1990,80,71,55,38,29,19,11,9,6,4,3,0,107,82,60,41,30,18,11,8,6,3
24,5,0,1285,1676,83,77,56,41,24,18,11,7,4,2,2,0,107,80,58,40,23,14,8,6,3,1
24,5,1,1285,1646,83,77,56,41,24,18,11,7,4,2,2,0,107,80,54,35,22,16,10,6,3,2
24,5,2,1285,1658,83,77,56,41,24,18,11,7,4,2,2,0,112,83,54,35,24,15,9,4,3,2
24,5,0,1225,1625,80,83,59,35,23,14,9,8,6,4,1,0,111,76,56,35,22,13,10,6,4,2
24,5,1,1225,1580,80,83,59,35,23,14,9,8,6,4,1,0,102,78,52,34,22,14,9,6,3,1
24,5,2,1225,1639,80,83,59,35,23,14,9,8,6,4,1,0,109,88,51,31,21,15,9,7,4,2
24,5,0,1220,1543,77,80,57,39,27,16,12,7,3,2,1,0,110,81,53,36,22,14,9,4,2,1
24,5,1,1220,1537,77,80,57,39,27,16,12,7,3,2,1,0,106,79,58,37,24,12,7,5,2,1
24,5,2,1220,1533,77,80,57,39,27,16,12,7,3,2,1,0,105,84,53,34,22,15,9,4,2,1
24,5,0,1288,1739,78,84,60,35,24,18,11,7,4,1,1,0,109,80,52,34,25,15,9,6,3,2
24,5,1,1288,1669,78,84,60,35,24,18,11,7,4,1,1,0,111,86,55,33,21,13,9,5,3,2
