q,K,path,digit,G,G2,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10
24,5,21120,0,920,1170,65,64,45,31,18,11,7,4,2,1,1,0,84,63,40,25,13,10,7,2,2,1
24,5,21120,1,920,1220,65,64,45,31,18,11,7,4,2,1,1,0,82,60,41,29,17,9,4,3,1,1
24,5,21120,2,920,1236,65,64,45,31,18,11,7,4,2,1,1,0,85,63,41,23,16,9,6,5,3,2
24,5,21121,0,943,1213,67,65,45,27,20,12,9,5,2,1,1,0,88,62,40,25,16,11,6,4,2,1
24,5,21121,1,943,1205,67,65,45,27,20,12,9,5,2,1,1,0,85,61,41,27,18,11,7,3,2,1
24,5,21121,2,943,1177,67,65,45,27,20,12,9,5,2,1,1,0,82,65,42,26,17,9,6,3,1,1
24,5,21122,0,923,1165,64,67,47,32,20,14,7,3,2,2,1,0,84,65,44,28,18,10,4,3,2,1
24,5,21122,1,923,1128,64,67,47,32,20,14,7,3,2,2,1,0,88,65,42,25,15,10,6,2,1,1
24,5,21122,2,923,1162,64,67,47,32,20,14,7,3,2,2,1,0,87,65,42,28,16,9,5,3,2,1
24,5,21200,0,822,978,64,65,45,25,18,11,6,4,3,1,0,0,83,61,38,20,13,10,5,2,1,1
24,5,21200,1,822,1000,64,65,45,25,18,11,6,4,3,1,0,0,84,57,36,23,15,9,5,3,1,0
24,5,21200,2,822,993,64,65,45,25,18,11,6,4,3,1,0,0,75,60,39,25,15,6,4,3,2,0
24,5,21201,0,814,998,62,64,42,28,17,12,7,4,2,1,0,0,81,61,38,23,13,7,4,2,2,1
24,5,21201,1,814,1015,62,64,42,28,17,12,7,4,2,1,0,0,77,60,38,26,14,10,5,2,1,0
24,5,21201,2,814,980,62,64,42,28,17,12,7,4,2,1,0,0,81,56,37,22,16,9,5,3,0,0
24,5,21202,0,735,848,65,62,40,28,16,10,7,4,1,0,0,0,74,59,35,22,13,7,3,1,0,0
24,5,21202,1,735,923,65,62,40,28,16,10,7,4,1,0,0,0,81,53,34,23,14,8,4,2,1,0
24,5,21202,2,735,882,65,62,40,28,16,10,7,4,1,0,0,0,78,56,37,21,11,7,5,2,0,0
24,5,21210,0,879,1119,61,66,46,29,18,11,6,4,3,2,1,0,83,63,35,25,18,9,4,2,2,2
24,5,21210,1,879,1118,61,66,46,29,18,11,6,4,3,2,1,0,86,64,43,24,13,9,6,5,2,0
24,5,21210,2,879,1101,61,66,46,29,18,11,6,4,3,2,1,0,78,59,42,25,14,9,6,3,2,1
24,5,21211,0,871,1185,66,61,46,30,20,11,7,4,2,2,1,0,76,64,46,30,17,7,4,3,2,2
24,5,21211,1,871,1076,66,61,46,30,20,11,7,4,2,2,1,0,87,60,40,22,15,10,5,3,2,0
24,5,21211,2,871,1080,66,61,46,30,20,11,7,4,2,2,1,0,87,60,37,25,15,10,7,3,1,1
24,5,21212,0,869,1140,66,66,44,29,18,12,7,3,2,1,1,0,85,59,36,26,16,11,6,3,1,1
24,5,21212,1,869,1102,66,66,44,29,18,12,7,3,2,1,1,0,83,62,43,25,16,7,4,3,3,1
24,5,21212,2,869,1094,66,66,44,29,18,12,7,3,2,1,1,0,82,63,39,23,13,9,5,2,1,1
24,5,21220,0,796,997,66,59,41,28,16,11,7,3,2,1,1,0,78,54,32,22,14,9,4,2,2,1
24,5,21220,1,796,996,66,59,41,28,16,11,7,3,2,1,1,0,82,60,37,23,13,8,5,3,1,0
24,5,21220,2,796,989,66,59,41,28,16,11,7,3,2,1,1,0,75,55,41,24,14,8,5,2,1,1
24,5,21221,0,817,999,64,66,45,26,14,10,7,5,3,1,0,0,74,58,39,24,14,9,4,2,2,1
24,5,21221,1,817,992,64,66,45,26,14,10,7,5,3,1,0,0,82,65,35,17,13,10,6,3,1,0
24,5,21221,2,817,1001,64,66,45,26,14,10,7,5,3,1,0,0,85,54,37,25,13,7,6,4,1,0
24,5,21222,0,769,921,59,64,39,26,19,9,6,5,2,1,0,0,76,55,37,23,15,7,4,2,0,0
24,5,21222,1,769,983,59,64,39,26,19,9,6,5,2,1,0,0,78,59,35,22,13,7,4,4,2,1
24,5,21222,2,769,955,59,64,39,26,19,9,6,5,2,1,0,0,76,57,35,23,14,9,6,2,1,0
24,5,22000,0,738,880,62,57,38,28,17,10,5,3,2,1,0,0,73,53,33,23,13,7,3,2,2,0
24,5,22000,1,738,877,62,57,38,28,17,10,5,3,2,1,0,0,73,55,34,22,14,8,4,1,0,0
24,5,22000,2,738,901,62,57,38,28,17,10,5,3,2,1,0,0,77,53,37,21,11,6,4,3,1,1
24,5,22001,0,686,822,63,62,43,24,13,8,6,3,1,1,0,0,71,51,33,21,13,6,4,1,0,0
24,5,22001,1,686,790,63,62,43,24,13,8,6,3,1,1,0,0,78,55,31,17,11,5,2,2,1,1
24,5,22001,2,686,829,63,62,43,24,13,8,6,3,1,1,0,0,75,55,35,18,8,8,5,2,1,0
24,5,22002,0,709,837,57,63,39,25,17,9,5,3,2,0,0,0,70,51,32,22,13,7,3,2,1,0
24,5,22002,1,709,810,57,63,39,25,17,9,5,3,2,0,0,0,71,60,35,20,12,6,3,1,0,0
24,5,22002,2,709,847,57,63,39,25,17,9,5,3,2,0,0,0,79,52,33,19,11,6,4,2,1,0
24,5,22010,0,716,880,59,63,42,22,13,10,7,4,1,1,0,0,74,57,34,16,13,9,4,2,1,0
24,5,22010,1,716,842,59,63,42,22,13,10,7,4,1,1,0,0,77,51,31,19,11,7,6,3,0,0
24,5,22010,2,716,891,59,63,42,22,13,10,7,4,1,1,0,0,71,55,35,23,12,7,3,1,1,1
24,5,22011,0,693,810,63,59,43,27,16,9,4,3,2,0,0,0,78,52,35,19,11,4,3,2,1,0
24,5,22011,1,693,810,63,59,43,27,16,9,4,3,2,0,0,0,72,56,33,21,9,6,3,2,1,0
24,5,22011,2,693,828,63,59,43,27,16,9,4,3,2,0,0,0,76,55,36,21,14,8,3,1,0,0
24,5,22012,0,727,919,63,63,40,27,16,9,6,2,1,1,1,0,74,55,38,23,12,6,5,2,1,1
24,5,22012,1,727,893,63,63,40,27,16,9,6,2,1,1,1,0,76,53,32,19,13,7,3,1,1,1
24,5,22012,2,727,864,63,63,40,27,16,9,6,2,1,1,1,0,79,58,33,21,11,7,3,2,1,0
24,5,22020,0,715,866,58,58,40,30,19,12,5,2,1,0,0,0,77,55,36,24,14,7,2,1,0,0
24,5,22020,1,715,903,58,58,40,30,19,12,5,2,1,0,0,0,74,56,38,22,12,7,3,2,1,0
24,5,22020,2,715,811,58,58,40,30,19,12,5,2,1,0,0,0,74,56,35,23,13,6,3,0,0,0
24,5,22021,0,716,859,64,58,39,26,15,9,5,3,2,1,0,0,72,55,33,20,12,6,3,3,1,0
24,5,22021,1,716,863,64,58,39,26,15,9,5,3,2,1,0,0,75,52,34,21,10,7,5,2,1,0
24,5,22021,2,716,855,64,58,39,26,15,9,5,3,2,1,0,0,75,51,33,20,13,7,3,1,1,1
24,5,22022,0,711,827,58,64,44,23,16,9,6,4,1,0,0,0,76,55,32,19,12,7,4,2,0,0
24,5,22022,1,711,849,58,64,44,23,16,9,6,4,1,0,0,0,75,57,34,20,12,6,4,2,1,0
24,5,22022,2,711,817,58,64,44,23,16,9,6,4,1,0,0,0,74,55,37,20,12,7,3,1,0,0
24,5,22100,0,622,685,56,57,37,25,14,7,6,3,1,0,0,0,72,52,31,17,7,4,3,1,1,0
24,5,22100,1,622,757,56,57,37,25,14,7,6,3,1,0,0,0,67,46,30,22,12,8,2,0,0,0
24,5,22100,2,622,795,56,57,37,25,14,7,6,3,1,0,0,0,67,52,32,17,12,5,5,3,0,0
24,5,22101,0,659,795,60,56,37,22,14,11,6,3,1,0,0,0,71,48,29,19,12,10,4,1,0,0
24,5,22101,1,659,797,60,56,37,22,14,11,6,3,1,0,0,0,69,52,28,20,14,6,3,1,1,0
24,5,22101,2,659,767,60,56,37,22,14,11,6,3,1,0,0,0,70,50,37,18,9,5,3,2,0,0
24,5,22102,0,610,735,57,60,41,24,14,8,3,1,1,1,0,0,67,50,35,20,10,5,1,1,1,0
24,5,22102,1,610,688,57,60,41,24,14,8,3,1,1,1,0,0,71,50,29,16,9,5,3,1,0,0
24,5,22102,2,610,729,57,60,41,24,14,8,3,1,1,1,0,0,72,53,29,16,9,4,2,1,1,1
24,5,22110,0,654,797,63,61,38,23,13,11,6,2,1,0,0,0,75,53,31,18,13,7,4,1,0,0
24,5,22110,1,654,765,63,61,38,23,13,11,6,2,1,0,0,0,68,49,34,21,10,5,2,1,1,0
24,5,22110,2,654,776,63,61,38,23,13,11,6,2,1,0,0,0,75,53,29,17,10,8,3,1,0,0
24,5,22111,0,658,776,52,63,39,21,13,8,3,3,2,1,1,0,69,49,29,18,9,6,3,3,2,0
24,5,22111,1,658,809,52,63,39,21,13,8,3,3,2,1,1,0,70,50,27,18,13,6,4,2,1,1
24,5,22111,2,658,845,52,63,39,21,13,8,3,3,2,1,1,0,67,55,35,16,9,6,3,2,1,1
24,5,22112,0,621,793,61,52,38,27,17,6,4,2,1,1,0,0,66,46,29,19,14,6,4,1,1,0
24,5,22112,1,621,694,61,52,38,27,17,6,4,2,1,1,0,0,68,56,32,19,8,3,2,1,0,0
24,5,22112,2,621,804,61,52,38,27,17,6,4,2,1,1,0,0,75,46,35,20,9,5,2,2,1,1
24,5,22120,0,613,776,52,57,34,20,14,10,7,3,0,0,0,0,67,48,33,20,14,8,2,0,0,0
24,5,22120,1,613,733,52,57,34,20,14,10,7,3,0,0,0,0,68,46,27,14,12,7,4,2,0,0
24,5,22120,2,613,726,52,57,34,20,14,10,7,3,0,0,0,0,62,51,28,20,8,5,4,1,0,0
24,5,22121,0,653,815,61,52,40,25,16,9,4,3,2,0,0,0,70,53,33,21,12,6,4,2,0,0
24,5,22121,1,653,812,61,52,40,25,16,9,4,3,2,0,0,0,69,49,37,22,11,3,3,2,1,0
24,5,22121,2,653,774,61,52,40,25,16,9,4,3,2,0,0,0,73,49,29,16,11,9,2,1,1,0
24,5,22122,0,639,743,57,61,39,26,15,7,4,2,1,1,0,0,73,50,31,16,9,6,3,1,1,0
24,5,22122,1,639,745,57,61,39,26,15,7,4,2,1,1,0,0,68,51,29,20,11,5,3,2,0,0
24,5,22122,2,639,788,57,61,39,26,15,7,4,2,1,1,0,0,72,55,35,20,10,4,2,1,1,1
24,5,22200,0,769,926,62,60,43,26,14,10,7,5,3,0,0,0,77,54,37,21,12,7,4,3,2,0
24,5,22200,1,769,927,62,60,43,26,14,10,7,5,3,0,0,0,77,55,34,22,14,10,5,2,0,0
24,5,22200,2,769,981,62,60,43,26,14,10,7,5,3,0,0,0,76,59,37,22,13,8,6,3,1,0
24,5,22201,0,797,976,63,62,42,26,16,9,5,4,2,2,1,0,82,58,31,20,13,7,6,2,2,2
24,5,22201,1,797,997,63,62,42,26,16,9,5,4,2,2,1,0,76,59,40,24,12,7,2,2,2,1
24,5,22201,2,797,1013,63,62,42,26,16,9,5,4,2,2,1,0,74,52,36,21,14,9,6,5,1,0
24,5,22202,0,760,919,60,63,37,26,17,10,7,3,2,1,0,0,71,61,38,21,12,8,4,2,1,0
24,5,22202,1,760,929,60,63,37,26,17,10,7,3,2,1,0,0,83,52,31,21,14,9,4,1,1,1
24,5,22202,2,760,925,60,63,37,26,17,10,7,3,2,1,0,0,72,53,34,24,14,6,5,3,1,0
24,5,22210,0,806,1021,63,64,45,28,17,10,5,3,1,1,1,0,80,61,37,20,11,7,4,3,1,1
24,5,22210,1,806,1009,63,64,45,28,17,10,5,3,1,1,1,0,78,58,37,24,14,8,5,2,1,1
24,5,22210,2,806,967,63,64,45,28,17,10,5,3,1,1,1,0,81,57,38,23,14,7,3,2,2,1
24,5,22211,0,762,944,59,63,40,29,17,9,5,3,3,1,0,0,75,56,36,24,12,7,4,2,1,1
24,5,22211,1,762,966,59,63,40,29,17,9,5,3,3,1,0,0,74,55,33,22,15,8,4,3,2,0
24,5,22211,2,762,888,59,63,40,29,17,9,5,3,3,1,0,0,80,59,38,21,11,6,4,2,1,0
24,5,22212,0,788,1064,64,59,42,25,17,11,7,4,2,1,1,0,80,53,35,25,15,8,5,3,2,1
24,5,22212,1,788,955,64,59,42,25,17,11,7,4,2,1,1,0,73,56,37,24,15,8,4,2,1,0
24,5,22212,2,788,1016,64,59,42,25,17,11,7,4,2,1,1,0,80,60,38,19,13,10,6,3,1,1
24,5,22220,0,726,908,61,56,39,26,18,11,6,3,2,0,0,0,76,56,38,22,13,7,3,2,1,0
24,5,22220,1,726,862,61,56,39,26,18,11,6,3,2,0,0,0,75,49,35,21,12,9,5,1,0,0
24,5,22220,2,726,878,61,56,39,26,18,11,6,3,2,0,0,0,71,56,32,23,15,6,3,2,1,0
24,5,22221,0,784,1001,62,61,43,26,14,10,6,3,2,2,1,0,82,56,35,21,14,9,4,2,1,1
24,5,22221,1,784,1000,62,61,43,26,14,10,6,3,2,2,1,0,76,55,36,21,11,7,6,4,2,1
24,5,22221,2,784,916,62,61,43,26,14,10,6,3,2,2,1,0,72,57,36,22,13,8,4,2,2,1
24,5,22222,0,724,929,56,62,39,25,17,9,6,4,1,1,0,0,71,58,37,21,13,6,3,3,1,1
24,5,22222,1,724,836,56,62,39,25,17,9,6,4,1,1,0,0,76,52,33,19,12,7,5,2,1,0
24,5,22222,2,724,858,56,62,39,25,17,9,6,4,1,1,0,0,73,54,32,23,13,8,4,1,0,0
24,6,100000,0,1485,1519,0,101,75,53,33,19,12,8,5,3,2,0,102,104,74,45,29,18,11,7,4,1
24,6,100000,1,1485,1411,0,101,75,53,33,19,12,8,5,3,2,0,104,106,65,42,26,17,12,6,3,2
24,6,100000,2,1485,1477,0,101,75,53,33,19,12,8,5,3,2,0,106,102,72,49,28,15,8,6,4,3
24,6,100001,0,1529,1518,0,104,77,49,31,20,14,8,3,3,2,0,98,110,70,42,25,19,10,6,3,2
24,6,100001,1,1529,1480,0,104,77,49,31,20,14,8,3,3,2,0,110,105,70,44,28,19,12,5,3,2
24,6,100001,2,1529,1513,0,104,77,49,31,20,14,8,3,3,2,0,105,98,69,46,30,14,10,7,4,3
24,6,100002,0,1531,1542,0,99,76,51,34,22,12,6,5,2,1,0,103,101,65,43,28,17,12,7,4,2
24,6,100002,1,1531,1482,0,99,76,51,34,22,12,6,5,2,1,0,101,107,72,47,28,16,9,5,4,2
24,6,100010,0,1527,1543,0,97,76,50,33,22,13,9,5,2,1,0,99,107,75,47,30,18,11,6,2,1
24,6,100010,1,1527,1509,0,97,76,50,33,22,13,9,5,2,1,0,107,104,70,43,28,17,10,7,5,3
24,6,100010,2,1527,1478,0,97,76,50,33,22,13,9,5,2,1,0,104,99,68,47,29,19,11,6,3,1
24,6,100011,0,1485,1468,0,100,74,51,31,20,13,8,5,3,1,0,98,101,66,43,28,16,12,6,3,2
24,6,100011,1,1485,1420,0,100,74,51,31,20,13,8,5,3,1,0,101,108,72,46,25,16,9,5,4,2
24,6,100011,2,1485,1427,0,100,74,51,31,20,13,8,5,3,1,0,108,98,69,44,29,19,10,7,3,1
24,6,100012,0,1382,1294,0,100,72,45,32,21,14,8,4,2,1,0,103,94,61,40,28,19,9,4,3,1
24,6,100012,1,1382,1297,0,100,72,45,32,21,14,8,4,2,1,0,94,102,65,44,28,15,10,5,1,1
24,6,100012,2,1382,1362,0,100,72,45,32,21,14,8,4,2,1,0,102,103,73,43,26,16,10,6,3,1
24,6,100020,0,1448,1388,0,105,77,53,33,20,12,8,5,2,1,0,99,107,72,46,27,14,8,7,3,1
24,6,100020,1,1448,1369,0,105,77,53,33,20,12,8,5,2,1,0,107,110,73,43,25,17,10,6,3,0
24,6,100020,2,1448,1349,0,105,77,53,33,20,12,8,5,2,1,0,110,99,66,45,29,17,10,3,2,2
24,6,100021,0,1450,1366,0,100,74,52,35,23,14,8,4,2,1,0,102,100,66,44,30,18,10,5,2,1
24,6,100021,1,1450,1425,0,100,74,52,35,23,14,8,4,2,1,0,100,111,72,48,29,16,9,5,3,1
24,6,100021,2,1450,1404,0,100,74,52,35,23,14,8,4,2,1,0,111,102,75,47,28,18,10,5,2,1
24,6,100022,0,1487,1391,0,100,79,50,34,22,14,8,4,2,1,0,106,102,67,44,29,20,10,6,1,1
24,6,100022,1,1487,1469,0,100,79,50,34,22,14,8,4,2,1,0,102,107,69,45,29,16,12,6,4,2
24,6,100022,2,1487,1427,0,100,79,50,34,22,14,8,4,2,1,0,107,106,79,47,28,16,8,4,3,1
24,6,100100,0,1427,1321,0,100,79,52,32,19,12,9,4,2,1,0,102,108,75,43,26,14,9,4,2,2
24,6,100100,1,1427,1328,0,100,79,52,32,19,12,9,4,2,1,0,108,100,69,43,24,15,8,6,3,1
24,6,100100,2,1427,1358,0,100,79,52,32,19,12,9,4,2,1,0,100,102,66,45,29,18,11,6,2,0
24,6,100101,0,1439,1354,0,101,75,50,34,20,14,7,4,3,1,0,102,102,68,44,30,17,9,4,3,2
24,6,100101,1,1439,1384,0,101,75,50,34,20,14,7,4,3,1,0,102,105,71,46,26,16,11,6,2,1
24,6,100101,2,1439,1339,0,101,75,50,34,20,14,7,4,3,1,0,105,102,69,43,27,16,9,5,3,1
24,6,100102,0,1487,1416,0,104,74,49,31,23,15,10,6,2,0,0,101,101,67,43,30,19,9,7,4,1
24,6,100102,1,1487,1450,0,104,74,49,31,23,15,10,6,2,0,0,101,112,72,45,28,21,14,5,2,0
24,6,100102,2,1487,1371,0,104,74,49,31,23,15,10,6,2,0,0,112,101,71,48,29,16,10,6,2,1
24,6,100110,0,1442,1381,0,101,69,48,29,21,15,8,6,2,1,0,99,99,63,45,29,20,10,4,2,2
24,6,100110,1,1442,1385,0,101,69,48,29,21,15,8,6,2,1,0,99,102,66,44,29,16,11,7,3,0
24,6,100110,2,1442,1367,0,101,69,48,29,21,15,8,6,2,1,0,102,99,70,41,24,17,11,6,4,1
24,6,100111,0,1447,1360,0,102,74,43,31,22,11,8,4,3,2,0,100,104,70,40,25,16,10,8,4,1
24,6,100111,1,1447,1425,0,102,74,43,31,22,11,8,4,3,2,0,104,97,66,42,28,18,10,5,3,3
24,6,100111,2,1447,1395,0,102,74,43,31,22,11,8,4,3,2,0,97,100,63,43,29,17,9,5,3,2
24,6,100112,0,1353,1334,0,91,77,52,34,17,11,6,4,2,1,0,97,101,67,46,28,13,7,3,2,2
24,6,100112,1,1353,1312,0,91,77,52,34,17,11,6,4,2,1,0,101,98,74,41,27,14,7,6,3,1
24,6,100112,2,1353,1266,0,91,77,52,34,17,11,6,4,2,1,0,98,97,64,41,21,15,11,5,3,1
24,6,100120,0,1519,1494,0,94,77,51,33,21,14,7,4,3,1,0,98,105,68,44,31,19,11,4,4,2
24,6,100120,1,1519,1479,0,94,77,51,33,21,14,7,4,3,1,0,105,104,72,45,28,16,10,6,2,1
24,6,100120,2,1519,1488,0,94,77,51,33,21,14,7,4,3,1,0,104,98,73,47,26,17,10,7,4,3
24,6,100121,0,1463,1367,0,99,78,53,32,20,12,8,5,2,1,0,106,103,71,45,27,17,7,5,4,1
24,6,100121,1,1463,1463,0,99,78,53,32,20,12,8,5,2,1,0,103,102,70,44,29,19,13,6,1,1
24,6,100121,2,1463,1401,0,99,78,53,32,20,12,8,5,2,1,0,102,106,71,45,25,13,9,6,4,2
24,6,100122,0,1435,1369,0,107,68,45,31,21,12,7,4,4,3,0,104,99,67,42,24,14,8,8,4,2
24,6,100122,1,1435,1448,0,107,68,45,31,21,12,7,4,4,3,0,99,99,65,43,28,21,12,6,4,2
24,6,100122,2,1435,1415,0,107,68,45,31,21,12,7,4,4,3,0,99,104,63,42,30,16,10,4,3,3
24,6,100200,0,1351,1301,0,99,71,45,31,23,14,6,2,2,2,0,106,93,64,41,25,19,10,6,2,1
24,6,100200,1,1351,1311,0,99,71,45,31,23,14,6,2,2,2,0,93,96,63,45,31,17,9,2,2,2
24,6,100200,2,1351,1248,0,99,71,45,31,23,14,6,2,2,2,0,96,106,69,39,24,13,7,4,2,1
24,6,100201,0,1339,1306,0,101,76,50,32,21,11,5,3,2,1,0,104,99,72,45,27,14,7,4,2,1
24,6,100201,1,1339,1221,0,101,76,50,32,21,11,5,3,2,1,0,99,100,64,36,26,15,7,4,3,2
24,6,100201,2,1339,1300,0,101,76,50,32,21,11,5,3,2,1,0,100,104,66,45,23,15,9,4,2,1
24,6,100202,0,1351,1261,0,98,73,52,32,17,11,8,5,2,0,0,101,106,74,45,22,10,10,6,2,1
24,6,100202,1,1351,1252,0,98,73,52,32,17,11,8,5,2,0,0,106,91,65,42,25,16,6,4,4,1
24,6,100202,2,1351,1243,0,98,73,52,32,17,11,8,5,2,0,0,91,101,61,40,28,17,10,5,1,0
24,6,100210,0,1392,1304,0,93,76,53,37,21,13,6,2,1,1,0,103,98,73,41,28,17,8,4,1,1
24,6,100210,1,1392,1282,0,93,76,53,37,21,13,6,2,1,1,0,98,103,68,44,25,14,10,4,2,1
24,6,100210,2,1392,1350,0,93,76,53,37,21,13,6,2,1,1,0,103,103,70,50,29,14,6,3,2,1
24,6,100211,0,1412,1350,0,102,79,50,28,22,12,7,5,2,1,0,106,100,68,41,24,19,12,7,2,0
24,6,100211,1,1412,1335,0,102,79,50,28,22,12,7,5,2,1,0,100,102,66,44,28,15,9,4,3,2
24,6,100211,2,1412,1301,0,102,79,50,28,22,12,7,5,2,1,0,102,106,72,42,25,15,6,4,3,1
24,6,100212,0,1424,1368,0,107,75,49,31,17,12,9,5,3,1,0,102,104,69,42,25,18,11,5,2,1
24,6,100212,1,1424,1327,0,107,75,49,31,17,12,9,5,3,1,0,104,103,67,42,27,14,9,5,3,2
24,6,100212,2,1424,1380,0,107,75,49,31,17,12,9,5,3,1,0,103,102,66,43,26,15,10,8,4,1
24,6,100220,0,1425,1359,0,100,69,48,35,25,15,6,3,1,1,0,107,99,66,44,27,17,10,5,3,1
24,6,100220,1,1425,1317,0,100,69,48,35,25,15,6,3,1,1,0,99,98,66,49,31,19,7,2,2,1
24,6,100220,2,1425,1393,0,100,69,48,35,25,15,6,3,1,1,0,98,107,72,42,29,16,10,5,1,1
24,6,100221,0,1426,1399,0,97,77,51,31,20,11,9,7,2,1,0,101,105,70,42,29,17,10,6,3,1
24,6,100221,1,1426,1350,0,97,77,51,31,20,11,9,7,2,1,0,105,100,69,42,23,14,10,7,4,1
24,6,100221,2,1426,1415,0,97,77,51,31,20,11,9,7,2,1,0,100,101,70,48,29,19,10,6,3,1
24,6,100222,0,1451,1433,0,98,76,51,33,17,12,8,3,3,1,0,103,105,70,42,24,15,12,5,4,3
24,6,100222,1,1451,1396,0,98,76,51,33,17,12,8,3,3,1,0,105,96,68,47,28,16,7,4,3,1
24,6,100222,2,1451,1383,0,98,76,51,33,17,12,8,3,3,1,0,96,103,68,41,27,15,10,8,2,2
24,6,101000,0,1837,1874,0,103,80,52,37,25,16,13,7,4,4,0,112,118,78,54,34,22,15,10,5,3
24,6,101000,1,1837,1836,0,103,80,52,37,25,16,13,7,4,4,0,118,112,82,56,36,24,15,9,5,2
24,6,101000,2,1837,1848,0,103,80,52,37,25,16,13,7,4,4,0,112,112,79,49,37,24,15,10,6,4
24,6,101001,0,1885,1961,0,109,84,53,36,23,16,10,7,6,3,0,112,118,78,51,36,24,15,11,7,3
24,6,101001,1,1885,1925,0,109,84,53,36,23,16,10,7,6,3,0,118,120,82,54,31,21,17,9,6,4
24,6,101001,2,1885,1922,0,109,84,53,36,23,16,10,7,6,3,0,120,112,81,52,37,23,13,9,6,5
24,6,101002,0,1856,1883,0,102,76,57,38,25,18,11,8,4,1,0,115,117,78,53,36,23,16,9,4,3
24,6,101002,1,1856,1951,0,102,76,57,38,25,18,11,8,4,1,0,117,111,82,58,36,24,14,9,6,4
24,6,101010,1,1844,1932,0,103,80,59,38,25,15,11,8,3,2,0,117,117,84,55,33,22,12,9,7,4
24,6,101010,2,1844,1857,0,103,80,59,38,25,15,11,8,3,2,0,117,113,80,56,36,23,13,9,5,2
24,6,101011,0,1887,1974,0,104,79,53,37,26,19,11,6,5,3,0,119,112,83,56,39,28,15,7,5,4
24,6,101011,1,1887,1986,0,104,79,53,37,26,19,11,6,5,3,0,112,115,77,53,39,25,17,9,5,4
24,6,101011,2,1887,1937,0,104,79,53,37,26,19,11,6,5,3,0,115,119,82,54,32,20,15,12,7,3
24,6,101020,0,1733,1768,0,110,85,56,37,25,18,11,6,2,1,0,117,120,76,51,33,25,16,9,4,2
24,6,101020,1,1733,1750,0,110,85,56,37,25,18,11,6,2,1,0,120,116,85,58,36,18,14,7,4,1
24,6,101020,2,1733,1690,0,110,85,56,37,25,18,11,6,2,1,0,116,117,82,49,33,22,10,6,3,2
24,6,101021,0,1776,1730,0,109,81,59,42,27,15,10,5,3,2,0,117,116,78,53,36,22,14,8,3,2
24,6,101021,1,1776,1718,0,109,81,59,42,27,15,10,5,3,2,0,116,121,87,57,35,19,10,6,4,3
24,6,101021,2,1776,1721,0,109,81,59,42,27,15,10,5,3,2,0,121,117,80,54,34,22,12,7,4,1
24,6,101022,0,1708,1653,0,108,83,57,36,24,16,8,6,4,2,0,123,111,80,51,30,21,11,7,3,2
24,6,101022,1,1708,1733,0,108,83,57,36,24,16,8,6,4,2,0,111,111,77,55,37,20,13,8,6,2
24,6,101022,2,1708,1670,0,108,83,57,36,24,16,8,6,4,2,0,111,123,80,48,30,20,13,6,4,3
24,6,101200,0,1873,1872,0,106,83,59,40,27,18,10,5,4,3,0,116,122,83,52,38,24,13,7,5,3
24,6,101200,1,1873,1870,0,106,83,59,40,27,18,10,5,4,3,0,122,119,81,57,35,22,15,9,4,2
24,6,101200,2,1873,1907,0,106,83,59,40,27,18,10,5,4,3,0,119,116,87,59,36,23,14,8,5,4
24,6,101201,0,1863,1879,0,112,84,57,36,25,15,10,7,4,4,0,120,119,81,55,33,20,15,9,7,3
24,6,101201,1,1863,1955,0,112,84,57,36,25,15,10,7,4,4,0,119,118,83,55,36,25,13,8,5,4
24,6,101201,2,1863,1934,0,112,84,57,36,25,15,10,7,4,4,0,118,120,81,51,35,23,15,11,6,4
24,6,101202,0,1816,1778,0,111,83,54,38,25,17,11,8,6,2,0,116,118,80,56,34,21,14,8,5,3
24,6,101202,1,1816,1863,0,111,83,54,38,25,17,11,8,6,2,0,118,121,85,55,36,24,15,10,6,2
24,6,101202,2,1816,1821,0,111,83,54,38,25,17,11,8,6,2,0,121,116,79,50,37,24,15,9,5,3
24,6,101210,1,1812,1869,0,109,82,55,38,25,17,10,6,3,2,0,119,118,85,49,33,23,15,8,4,3
24,6,101210,2,1812,1837,0,109,82,55,38,25,17,10,6,3,2,0,118,113,75,52,35,22,14,9,5,3
24,6,101211,0,1938,1979,0,103,86,59,39,26,18,13,9,4,3,0,120,117,85,54,37,24,15,11,7,3
24,6,101211,1,1938,1976,0,103,86,59,39,26,18,13,9,4,3,0,117,124,85,58,37,26,17,9,5,3
24,6,101211,2,1938,1920,0,103,86,59,39,26,18,13,9,4,3,0,124,120,88,60,39,24,16,10,5,2
24,6,101212,0,1882,1958,0,109,82,57,39,26,17,13,7,5,1,0,120,119,80,54,39,25,13,9,6,3
24,6,101212,1,1882,1873,0,109,82,57,39,26,17,13,7,5,1,0,119,119,82,54,35,24,16,11,5,2
24,6,101212,2,1882,1855,0,109,82,57,39,26,17,13,7,5,1,0,119,120,87,59,36,22,16,8,4,3
24,6,101220,0,1867,1840,0,112,83,59,37,27,18,11,6,4,3,0,118,123,81,52,35,23,14,10,6,3
24,6,101220,1,1867,1911,0,112,83,59,37,27,18,11,6,4,3,0,123,121,83,57,36,23,15,9,5,3
24,6,101220,2,1867,1956,0,112,83,59,37,27,18,11,6,4,3,0,121,118,86,58,37,25,15,7,4,3
