q,K,digit,G,G2,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10
26,6,0,2398,2336,142,145,106,74,55,33,18,11,6,4,3,0,201,151,104,66,44,26,16,11,4,3
26,6,1,2398,2344,142,145,106,74,55,33,18,11,6,4,3,0,198,154,106,71,46,28,13,6,5,3
26,6,2,2398,2356,142,145,106,74,55,33,18,11,6,4,3,0,201,153,103,70,43,24,16,10,7,4
26,6,0,2374,2275,145,154,111,70,44,27,22,17,8,4,1,0,201,153,98,65,41,28,18,11,5,2
26,6,1,2374,2274,145,154,111,70,44,27,22,17,8,4,1,0,203,151,105,64,40,25,18,11,6,3
26,6,2,2374,2251,145,154,111,70,44,27,22,17,8,4,1,0,201,156,103,66,44,28,18,10,4,2
26,6,0,2282,2158,150,148,113,73,47,33,20,11,7,2,2,0,207,164,105,63,36,26,18,8,5,2
26,6,1,2282,2205,150,148,113,73,47,33,20,11,7,2,2,0,194,152,101,64,44,26,14,10,4,2
26,6,2,2282,2133,150,148,113,73,47,33,20,11,7,2,2,0,207,142,104,70,44,25,12,6,4,2
26,6,0,2300,2187,148,149,106,78,54,33,19,8,5,5,2,0,199,151,96,66,43,27,16,7,4,3
26,6,1,2300,2250,148,149,106,78,54,33,19,8,5,5,2,0,199,152,113,70,42,24,13,8,5,3
26,6,2,2300,2146,148,149,106,78,54,33,19,8,5,5,2,0,211,158,103,70,43,23,12,7,5,3
26,6,0,2282,2156,149,150,120,78,50,27,14,12,7,5,3,0,209,158,101,58,38,27,15,11,5,2
26,6,1,2282,2103,149,150,120,78,50,27,14,12,7,5,3,0,200,153,112,68,40,20,11,8,5,3
26,6,2,2282,2151,149,150,120,78,50,27,14,12,7,5,3,0,206,155,103,70,40,21,15,8,5,3
26,6,0,2364,2190,151,149,109,72,50,33,22,13,7,4,2,0,202,154,105,71,42,20,15,12,7,3
26,6,1,2364,2254,151,149,109,72,50,33,22,13,7,4,2,0,211,149,101,63,47,33,19,8,2,2
26,6,2,2364,2236,151,149,109,72,50,33,22,13,7,4,2,0,200,159,107,70,43,29,15,7,5,2
26,6,0,2366,2293,149,143,114,74,45,29,20,14,10,5,2,0,195,155,108,73,39,28,15,9,7,3
26,6,1,2366,2288,149,143,114,74,45,29,20,14,10,5,2,0,209,151,100,63,38,24,19,13,7,3
26,6,2,2366,2318,149,143,114,74,45,29,20,14,10,5,2,0,202,151,106,64,49,29,18,10,4,2
26,6,0,2392,2294,143,151,110,75,46,33,20,12,7,4,3,0,199,154,104,65,41,32,19,8,5,2
26,6,1,2392,2282,143,151,110,75,46,33,20,12,7,4,3,0,204,156,107,68,39,24,14,12,7,3
26,6,2,2392,2289,143,151,110,75,46,33,20,12,7,4,3,0,203,153,101,69,47,25,15,8,4,4
26,6,0,2324,2241,148,136,110,69,47,34,19,11,6,4,3,0,196,148,106,65,45,26,13,9,6,4
26,6,1,2324,2297,148,136,110,69,47,34,19,11,6,4,3,0,193,150,100,68,42,28,18,8,4,3
26,6,2,2324,2244,148,136,110,69,47,34,19,11,6,4,3,0,201,144,100,63,40,26,15,10,6,3
26,6,0,2411,2395,136,143,98,70,51,31,20,13,8,5,3,0,201,143,99,66,43,29,19,12,8,3
26,6,1,2411,2413,136,143,98,70,51,31,20,13,8,5,3,0,189,157,104,66,43,28,16,12,6,4
26,6,2,2411,2391,136,143,98,70,51,31,20,13,8,5,3,0,191,145,99,72,48,26,17,8,5,4
26,6,0,2356,2361,143,148,116,74,45,27,18,12,9,5,3,0,207,158,100,65,42,28,19,11,5,3
26,6,1,2356,2309,143,148,116,74,45,27,18,12,9,5,3,0,194,149,100,65,40,27,13,11,8,3
26,6,2,2356,2309,143,148,116,74,45,27,18,12,9,5,3,0,202,153,112,66,40,22,18,10,7,5
26,6,0,2469,2517,147,144,101,69,46,31,20,12,8,6,4,0,200,144,99,68,48,31,18,9,7,5
26,6,1,2469,2593,147,144,101,69,46,31,20,12,8,6,4,0,199,151,104,68,39,27,19,14,10,5
26,6,2,2469,2491,147,144,101,69,46,31,20,12,8,6,4,0,194,151,99,65,45,28,18,12,6,5
26,6,0,2539,2585,144,146,108,72,46,27,19,14,9,5,3,0,200,159,104,64,43,28,19,12,8,4
26,6,1,2539,2604,144,146,108,72,46,27,19,14,9,5,3,0,195,148,101,69,46,28,19,12,7,6
26,6,0,2398,2314,146,147,117,73,41,28,20,13,8,5,3,0,192,154,100,69,42,26,16,9,6,5
26,6,1,2398,2345,146,147,117,73,41,28,20,13,8,5,3,0,203,148,106,62,39,29,20,10,6,3
26,6,2,2398,2338,146,147,117,73,41,28,20,13,8,5,3,0,209,156,105,63,40,25,16,13,7,3
26,6,0,2481,2476,136,151,108,74,45,30,20,12,8,5,3,0,192,157,106,68,43,25,18,10,6,4
26,6,1,2481,2538,136,151,108,74,45,30,20,12,8,5,3,0,199,152,103,69,42,30,19,11,7,4
26,6,0,2372,2359,151,140,112,68,46,31,18,10,7,4,3,0,197,146,102,63,41,27,15,9,6,5
26,6,1,2372,2320,151,140,112,68,46,31,18,10,7,4,3,0,196,151,105,66,39,24,17,10,5,3
26,6,2,2372,2416,151,140,112,68,46,31,18,10,7,4,3,0,202,147,97,63,44,27,15,10,8,4
26,6,0,2188,2051,138,147,107,65,45,28,19,11,5,5,3,0,193,147,93,61,42,23,13,8,5,3
26,6,1,2188,2169,138,147,107,65,45,28,19,11,5,5,3,0,189,145,98,62,38,24,16,8,4,3
26,6,2,2188,2186,138,147,107,65,45,28,19,11,5,5,3,0,193,145,99,60,38,26,16,10,6,4
26,6,0,2211,2090,147,133,109,70,44,27,17,12,9,4,3,0,193,146,92,57,39,25,16,9,6,4
26,6,1,2211,2145,147,133,109,70,44,27,17,12,9,4,3,0,189,141,106,61,39,25,16,11,5,1
26,6,2,2211,2139,147,133,109,70,44,27,17,12,9,4,3,0,194,142,98,69,39,23,14,9,6,3
26,6,0,2234,2146,133,138,102,70,50,32,17,9,5,3,2,0,185,150,92,61,43,23,15,9,5,3
26,6,1,2234,2235,133,138,102,70,50,32,17,9,5,3,2,0,182,136,100,65,44,29,12,7,4,3
26,6,2,2234,2123,133,138,102,70,50,32,17,9,5,3,2,0,198,146,102,66,35,20,13,7,5,3
26,6,0,2375,2281,150,151,118,82,54,30,15,10,8,5,3,0,209,151,109,75,48,25,16,7,4,3
26,6,1,2375,2228,150,151,118,82,54,30,15,10,8,5,3,0,218,162,106,64,37,27,13,10,7,2
26,6,2,2375,2241,150,151,118,82,54,30,15,10,8,5,3,0,200,164,111,69,41,20,13,10,6,4
26,6,0,2421,2363,151,155,114,67,44,34,22,16,7,3,2,0,206,165,107,68,44,25,18,10,4,3
26,6,1,2421,2353,151,155,114,67,44,34,22,16,7,3,2,0,207,153,93,61,46,34,21,10,4,2
26,6,2,2421,2355,151,155,114,67,44,34,22,16,7,3,2,0,205,149,112,69,41,28,14,11,7,3
26,6,0,2376,2235,155,150,111,81,46,30,24,12,9,5,2,0,204,156,104,71,40,24,16,11,6,2
26,6,1,2376,2295,155,150,111,81,46,30,24,12,9,5,2,0,212,158,107,65,44,30,20,8,4,3
26,6,2,2376,2293,155,150,111,81,46,30,24,12,9,5,2,0,209,156,109,73,44,28,16,9,6,2
26,6,0,2382,2316,145,138,101,70,47,34,22,13,8,3,2,0,198,145,98,70,47,25,16,10,5,3
26,6,1,2382,2405,145,138,101,70,47,34,22,13,8,3,2,0,195,146,99,66,45,33,21,9,4,2
26,6,2,2382,2377,145,138,101,70,47,34,22,13,8,3,2,0,194,151,107,67,41,28,15,11,8,4
26,6,0,2247,2152,138,145,101,75,50,31,18,10,6,5,3,0,201,145,103,69,40,20,14,9,6,4
26,6,1,2247,2171,138,145,101,75,50,31,18,10,6,5,3,0,199,153,96,61,42,29,17,9,3,2
26,6,2,2247,2129,138,145,101,75,50,31,18,10,6,5,3,0,183,147,101,69,42,25,12,7,6,3
26,6,0,2450,2425,145,145,113,70,45,30,22,16,7,4,2,0,201,159,107,69,41,28,20,11,6,3
26,6,1,2450,2451,145,145,113,70,45,30,22,16,7,4,2,0,199,151,99,64,43,28,18,14,6,3
26,6,2,2450,2416,145,145,113,70,45,30,22,16,7,4,2,0,203,148,107,67,46,29,17,8,5,4
26,6,0,2341,2239,149,138,107,66,45,30,19,15,9,5,3,0,200,150,107,66,38,22,16,12,7,3
26,6,1,2341,2282,149,138,107,66,45,30,19,15,9,5,3,0,193,151,94,64,44,27,19,11,5,3
26,6,2,2341,2252,149,138,107,66,45,30,19,15,9,5,3,0,194,137,99,63,45,33,17,10,6,3
26,6,0,2302,2167,138,144,99,72,46,32,23,11,7,3,2,0,194,144,99,66,46,30,14,7,5,3
26,6,1,2302,2299,138,144,99,72,46,32,23,11,7,3,2,0,191,150,103,70,38,25,17,9,6,3
26,6,2,2302,2253,138,144,99,72,46,32,23,11,7,3,2,0,195,148,96,63,43,26,18,10,4,2
26,6,0,2263,2259,144,149,109,74,48,30,16,9,5,5,3,0,205,150,98,62,41,27,16,7,6,4
26,6,1,2263,2161,144,149,109,74,48,30,16,9,5,5,3,0,192,154,103,63,37,24,14,10,6,4
26,6,2,2263,2161,144,149,109,74,48,30,16,9,5,5,3,0,198,147,101,68,41,20,11,8,4,3
26,6,0,2419,2395,149,141,112,71,49,34,18,13,7,5,3,0,207,153,104,66,46,26,15,12,6,4
26,6,1,2419,2350,149,141,112,71,49,34,18,13,7,5,3,0,198,153,105,68,44,28,15,8,6,5
26,6,2,2419,2387,149,141,112,71,49,34,18,13,7,5,3,0,200,150,106,69,42,29,19,11,6,2
26,6,0,2426,2419,141,140,108,75,49,28,22,13,8,3,3,0,194,154,104,71,45,26,16,8,6,4
26,6,1,2426,2470,141,140,108,75,49,28,22,13,8,3,3,0,199,145,101,69,43,27,20,12,8,3
26,6,2,2426,2354,141,140,108,75,49,28,22,13,8,3,3,0,201,154,108,65,42,28,17,11,4,3
26,6,0,2396,2370,140,149,107,75,49,29,17,11,8,5,2,0,194,155,105,68,42,25,15,10,7,4
26,6,1,2396,2345,140,149,107,75,49,29,17,11,8,5,2,0,201,153,101,66,40,26,16,9,5,4
26,6,0,2370,2357,145,156,113,77,53,33,15,8,7,5,3,0,210,157,108,68,44,27,12,9,6,4
26,6,1,2370,2232,145,156,113,77,53,33,15,8,7,5,3,0,203,163,105,68,39,25,14,7,5,4
26,6,2,2370,2301,145,156,113,77,53,33,15,8,7,5,3,0,205,153,104,68,44,22,15,10,7,3
26,6,0,2314,2232,156,147,119,71,46,32,20,11,5,4,4,0,206,158,105,63,41,25,15,11,6,3
26,6,1,2314,2189,156,147,119,71,46,32,20,11,5,4,4,0,199,151,100,68,42,26,15,8,4,3
26,6,2,2314,2157,156,147,119,71,46,32,20,11,5,4,4,0,211,151,108,63,40,26,15,6,4,3
26,6,0,2386,2344,147,145,110,78,47,29,21,13,8,4,1,0,200,151,104,69,44,28,17,10,5,3
26,6,1,2386,2263,147,145,110,78,47,29,21,13,8,4,1,0,205,154,106,67,40,26,15,9,6,3
26,6,2,2386,2297,147,145,110,78,47,29,21,13,8,4,1,0,201,154,104,68,42,25,18,10,5,2
26,6,0,2184,2085,139,150,105,73,45,26,19,12,7,5,2,0,193,145,101,59,36,27,17,9,6,2
26,6,1,2184,2083,139,150,105,73,45,26,19,12,7,5,2,0,199,149,103,68,38,19,12,10,5,3
26,6,2,2184,2017,139,150,105,73,45,26,19,12,7,5,2,0,191,150,90,62,42,25,16,7,3,2
26,6,0,2235,2130,150,144,112,73,48,31,16,8,7,4,2,0,200,141,104,60,41,28,14,7,4,3
26,6,1,2235,2040,150,144,112,73,48,31,16,8,7,4,2,0,201,152,104,71,39,18,10,8,6,2
26,6,2,2235,2142,150,144,112,73,48,31,16,8,7,4,2,0,196,154,95,60,38,24,15,8,5,3
26,6,0,2233,2185,144,139,106,69,46,30,19,11,5,4,3,0,194,142,97,62,41,25,15,9,4,3
26,6,1,2233,2098,144,139,106,69,46,30,19,11,5,4,3,0,196,146,100,63,43,24,13,7,5,3
26,6,2,2233,2112,144,139,106,69,46,30,19,11,5,4,3,0,188,146,98,64,36,25,16,9,5,3
26,6,0,2240,2158,143,144,110,73,47,28,18,11,8,4,2,0,194,151,96,59,38,27,19,10,6,2
26,6,1,2240,2103,143,144,110,73,47,28,18,11,8,4,2,0,199,137,105,67,41,24,11,10,5,2
26,6,2,2240,2107,143,144,110,73,47,28,18,11,8,4,2,0,196,158,101,66,40,21,14,6,4,3
26,6,0,2192,2152,144,146,108,69,47,32,18,10,5,3,3,0,187,144,102,66,42,25,14,7,3,3
26,6,1,2192,2115,144,146,108,69,47,32,18,10,5,3,3,0,206,146,100,64,41,25,13,7,4,3
26,6,2,2192,2046,144,146,108,69,47,32,18,10,5,3,3,0,194,153,95,59,37,23,14,9,6,2
26,6,0,2260,2125,146,143,107,74,47,30,18,11,7,4,2,0,193,150,108,65,36,21,14,9,5,2
26,6,1,2260,2186,146,143,107,74,47,30,18,11,7,4,2,0,199,149,101,67,44,23,16,9,5,2
26,6,2,2260,2195,146,143,107,74,47,30,18,11,7,4,2,0,199,146,93,63,41,30,14,8,5,4
26,6,0,2232,2058,149,143,111,73,46,32,19,13,8,3,1,0,198,147,105,60,37,25,16,11,4,1
26,6,1,2232,2059,149,143,111,73,46,32,19,13,8,3,1,0,201,149,102,69,45,25,13,6,3,1
26,6,2,2232,2107,149,143,111,73,46,32,19,13,8,3,1,0,199,153,99,66,40,26,15,8,5,2
26,6,0,2229,2110,143,144,107,71,47,27,21,12,6,5,2,0,197,137,95,70,41,27,13,9,5,3
26,6,1,2229,2091,143,144,107,71,47,27,21,12,6,5,2,0,204,153,100,59,37,22,15,7,5,3
26,6,2,2229,2181,143,144,107,71,47,27,21,12,6,5,2,0,185,153,104,63,43,25,19,10,4,2
26,6,0,2230,2069,144,149,109,73,44,27,16,13,9,5,2,0,209,148,103,60,33,21,16,10,6,3
26,6,1,2230,2110,144,149,109,73,44,27,16,13,9,5,2,0,201,151,96,62,43,22,14,11,6,2
26,6,2,2230,2135,144,149,109,73,44,27,16,13,9,5,2,0,181,148,99,67,40,29,15,8,4,2
26,6,0,2477,2453,150,144,108,71,49,34,24,13,8,5,3,0,202,151,105,70,49,31,17,9,5,4
26,6,1,2477,2402,150,144,108,71,49,34,24,13,8,5,3,0,204,152,104,72,46,30,19,9,6,3
26,6,2,2477,2398,150,144,108,71,49,34,24,13,8,5,3,0,205,158,108,67,43,28,19,13,7,3
26,6,0,2515,2476,144,145,111,78,50,29,19,13,10,8,4,0,205,153,108,72,43,24,20,13,9,5
26,6,1,2515,2486,144,145,111,78,50,29,19,13,10,8,4,0,211,158,106,67,47,30,19,13,6,3
26,6,2,2515,2439,144,145,111,78,50,29,19,13,10,8,4,0,196,157,109,73,44,30,16,10,8,5
26,6,0,2505,2399,145,150,112,73,49,34,19,15,10,5,3,0,206,160,110,73,43,27,17,11,7,4
26,6,1,2505,2486,145,150,112,73,49,34,19,15,10,5,3,0,207,156,102,69,48,28,18,12,6,3
26,6,2,2505,2517,145,150,112,73,49,34,19,15,10,5,3,0,204,156,110,68,46,33,19,12,7,3
26,6,0,2476,2490,150,143,116,77,51,35,20,13,8,4,2,0,208,154,108,71,49,33,17,9,6,2
26,6,1,2476,2374,150,143,116,77,51,35,20,13,8,4,2,0,209,157,110,73,42,26,16,10,6,3
26,6,2,2476,2449,150,143,116,77,51,35,20,13,8,4,2,0,205,161,111,69,45,26,17,11,5,4
26,6,0,2472,2432,143,153,108,72,49,33,25,15,9,5,1,0,207,159,110,70,44,28,19,12,6,4
26,6,1,2472,2345,143,153,108,72,49,33,25,15,9,5,1,0,206,158,103,69,51,32,18,9,4,2
26,6,2,2472,2447,143,153,108,72,49,33,25,15,9,5,1,0,202,155,106,72,44,30,20,11,7,2
26,6,0,2451,2329,153,150,113,77,49,32,21,12,9,5,3,0,205,160,109,75,44,23,15,10,7,3
26,6,1,2451,2373,153,150,113,77,49,32,21,12,9,5,3,0,207,157,104,67,45,29,19,11,6,3
26,6,2,2451,2367,153,150,113,77,49,32,21,12,9,5,3,0,213,155,109,67,43,31,17,9,5,3
26,6,0,2452,2365,151,153,110,72,51,35,24,15,5,4,2,0,200,162,111,72,47,31,18,8,3,2
26,6,1,2452,2335,151,153,110,72,51,35,24,15,5,4,2,0,210,156,106,72,46,27,17,10,5,2
26,6,2,2452,2338,151,153,110,72,51,35,24,15,5,4,2,0,214,155,103,66,45,29,17,10,5,4
26,6,0,2456,2312,153,145,114,81,51,30,21,15,10,6,2,0,205,153,112,75,45,25,17,11,5,2
26,6,1,2456,2409,153,145,114,81,51,30,21,15,10,6,2,0,211,160,111,72,46,30,20,9,5,3
26,6,2,2456,2416,153,145,114,81,51,30,21,15,10,6,2,0,212,162,107,69,44,29,17,13,8,3
26,6,0,2472,2360,145,151,114,77,51,35,21,13,8,3,3,0,213,154,110,77,45,26,15,11,6,2
26,6,1,2472,2342,145,151,114,77,51,35,21,13,8,3,3,0,210,165,107,66,44,29,18,9,5,3
26,6,2,2472,2398,145,151,114,77,51,35,21,13,8,3,3,0,200,159,110,70,47,30,17,9,5,3
26,6,0,2410,2349,150,150,112,73,47,33,23,11,5,3,2,0,207,150,104,70,44,24,15,9,5,3
26,6,2,2410,2383,150,150,112,73,47,33,23,11,5,3,2,0,199,156,107,67,41,26,17,10,5,3
26,6,0,2372,2263,150,147,112,75,48,31,19,11,6,5,2,0,205,157,106,71,41,21,13,8,6,4
26,6,1,2372,2305,150,147,112,75,48,31,19,11,6,5,2,0,204,152,97,62,42,28,19,11,5,3
26,6,2,2372,2265,150,147,112,75,48,31,19,11,6,5,2,0,200,150,109,67,42,28,14,8,5,3
26,6,0,2445,2364,147,150,111,73,49,31,17,13,9,4,3,0,202,153,105,69,42,26,18,11,7,3
26,6,1,2445,2473,147,150,111,73,49,31,17,13,9,4,3,0,208,156,106,65,42,28,16,12,7,4
26,6,2,2445,2468,147,150,111,73,49,31,17,13,9,4,3,0,201,155,103,69,46,27,16,10,6,4
26,6,0,2343,2242,147,145,111,74,47,28,22,13,7,4,1,0,193,150,103,67,43,25,17,10,4,2
26,6,1,2343,2314,147,145,111,74,47,28,22,13,7,4,1,0,205,148,104,66,43,27,17,9,5,2
26,6,2,2343,2279,147,145,111,74,47,28,22,13,7,4,1,0,204,157,103,66,39,26,16,9,6,4
26,6,0,2342,2353,145,143,106,72,48,29,16,13,10,5,3,0,199,148,105,68,43,26,16,12,6,2
26,6,1,2342,2321,145,143,106,72,48,29,16,13,10,5,3,0,198,154,99,64,40,28,16,10,7,4
26,6,2,2342,2269,145,143,106,72,48,29,16,13,10,5,3,0,195,145,100,66,43,24,17,11,7,4
26,6,0,2282,2142,143,147,104,71,46,35,22,14,6,2,2,0,198,146,101,67,42,26,16,9,3,1
26,6,1,2282,2172,143,147,104,71,46,35,22,14,6,2,2,0,201,149,101,65,43,28,16,9,4,2
26,6,2,2282,2161,143,147,104,71,46,35,22,14,6,2,2,0,194,155,101,67,43,28,15,7,4,2
26,6,0,2333,2195,145,149,113,71,48,30,19,13,8,5,3,0,199,156,101,67,41,25,16,8,5,3
26,6,1,2333,2314,145,149,113,71,48,30,19,13,8,5,3,0,202,151,103,63,44,28,18,11,7,3
26,6,2,2333,2297,145,149,113,71,48,30,19,13,8,5,3,0,204,153,107,68,42,26,15,11,5,3
26,6,0,2408,2300,149,146,109,76,46,33,22,14,8,4,2,0,212,150,103,65,41,29,19,10,7,1
26,6,1,2408,2364,149,146,109,76,46,33,22,14,8,4,2,0,200,162,111,67,44,28,17,12,5,4
26,6,2,2408,2322,149,146,109,76,46,33,22,14,8,4,2,0,199,150,102,75,46,28,16,8,4,3
26,6,0,2365,2265,146,145,114,77,54,30,18,9,7,6,3,0,210,157,102,63,44,26,16,9,4,4
26,6,1,2365,2243,146,145,114,77,54,30,18,9,7,6,3,0,195,151,108,73,43,26,13,7,6,3
26,6,2,2365,2187,146,145,114,77,54,30,18,9,7,6,3,0,205,156,109,69,41,22,15,10,7,3
26,6,0,2312,2174,148,146,110,76,53,33,19,9,5,4,2,0,206,153,103,67,39,26,14,7,5,3
26,6,1,2312,2151,148,146,110,76,53,33,19,9,5,4,2,0,202,155,104,65,42,22,15,9,5,3
26,6,2,2312,2211,148,146,110,76,53,33,19,9,5,4,2,0,199,151,106,71,46,26,12,6,3,2
26,6,0,2336,2263,146,147,113,71,47,28,19,15,8,5,2,0,202,154,102,65,43,27,18,10,4,2
26,6,1,2336,2226,146,147,113,71,47,28,19,15,8,5,2,0,199,150,103,67,43,28,14,9,7,3
26,6,2,2336,2226,146,147,113,71,47,28,19,15,8,5,2,0,201,152,104,64,39,23,18,12,5,3
26,6,0,2340,2284,147,148,108,73,46,32,23,13,7,2,2,0,205,152,106,67,43,27,16,8,4,2
26,6,1,2340,2311,147,148,108,73,46,32,23,13,7,2,2,0,197,157,102,69,41,26,19,10,5,2
26,6,2,2340,2210,147,148,108,73,46,32,23,13,7,2,2,0,202,148,101,65,44,29,15,9,5,3
26,6,0,2371,2254,150,148,113,79,50,33,19,11,5,3,2,0,215,158,105,62,40,27,14,9,5,3
26,6,1,2371,2216,150,148,113,79,50,33,19,11,5,3,2,0,190,162,111,72,42,24,13,7,3,3
26,6,2,2371,2289,150,148,113,79,50,33,19,11,5,3,2,0,211,146,102,71,44,25,16,8,5,2
26,6,0,2405,2273,148,155,111,77,53,32,19,12,7,4,2,0,210,156,96,68,49,29,16,8,4,4
26,6,1,2405,2287,148,155,111,77,53,32,19,12,7,4,2,0,200,153,112,71,40,27,16,10,5,1
26,6,2,2405,2306,148,155,111,77,53,32,19,12,7,4,2,0,212,165,111,69,42,22,14,9,6,3
26,6,0,2285,2241,155,150,118,74,48,30,20,10,6,3,3,0,206,160,105,64,40,25,18,11,5,3
26,6,1,2285,2113,155,150,118,74,48,30,20,10,6,3,3,0,208,149,102,65,42,27,12,7,3,2
26,6,2,2285,2201,155,150,118,74,48,30,20,10,6,3,3,0,205,155,107,67,40,22,14,6,6,3
26,6,0,2394,2297,152,149,111,72,44,30,23,15,10,6,1,0,202,150,106,69,45,30,17,11,6,2
26,6,1,2394,2269,152,149,111,72,44,30,23,15,10,6,1,0,211,155,104,65,38,26,19,11,6,3
26,6,2,2394,2272,152,149,111,72,44,30,23,15,10,6,1,0,200,156,102,67,46,29,19,10,5,2
26,6,0,2365,2284,149,146,110,81,51,31,17,10,10,5,2,0,202,160,106,68,41,28,16,8,6,3
26,6,1,2365,2202,149,146,110,81,51,31,17,10,10,5,2,0,203,153,103,70,43,25,14,10,7,3
26,6,2,2365,2213,149,146,110,81,51,31,17,10,10,5,2,0,208,151,109,70,43,23,15,10,5,2
26,6,0,2312,2155,146,152,114,72,50,34,19,13,5,3,3,0,202,155,100,68,43,28,14,7,4,2
26,6,1,2312,2217,146,152,114,72,50,34,19,13,5,3,3,0,204,155,106,63,42,26,16,8,4,3
26,6,2,2312,2235,146,152,114,72,50,34,19,13,5,3,3,0,206,156,108,69,43,24,14,10,4,2
26,6,0,2401,2293,155,154,116,80,52,32,19,12,9,4,2,0,208,165,113,75,43,26,14,9,4,2
26,6,1,2401,2268,155,154,116,80,52,32,19,12,9,4,2,0,212,160,104,69,43,24,15,8,6,3
26,6,2,2401,2338,155,154,116,80,52,32,19,12,9,4,2,0,216,156,110,67,45,29,18,11,6,2
26,6,0,2424,2346,154,149,115,75,50,34,20,14,7,4,3,0,209,153,109,71,46,26,16,11,6,2
26,6,1,2424,2264,154,149,115,75,50,34,20,14,7,4,3,0,209,162,106,69,43,27,16,9,5,3
26,6,2,2424,2308,154,149,115,75,50,34,20,14,7,4,3,0,208,157,108,68,44,30,17,9,4,3
26,6,0,2475,2313,149,155,110,75,49,31,23,15,10,6,2,0,213,161,104,71,48,29,16,10,6,2
26,6,1,2475,2351,149,155,110,75,49,31,23,15,10,6,2,0,206,160,104,68,43,30,19,9,7,4
26,6,2,2475,2400,149,155,110,75,49,31,23,15,10,6,2,0,206,155,113,72,45,28,21,14,5,2
26,6,0,2412,2319,155,145,120,76,44,31,22,11,8,4,3,0,210,153,116,71,40,25,16,10,8,4
26,6,1,2412,2413,155,145,120,76,44,31,22,11,8,4,3,0,211,160,102,68,42,28,18,10,5,3
26,6,2,2412,2319,155,145,120,76,44,31,22,11,8,4,3,0,201,154,104,63,44,29,17,9,5,3
26,6,0,2316,2235,145,149,104,77,53,34,17,11,6,4,2,0,202,150,106,74,42,27,14,7,6,3
26,6,1,2316,2167,145,149,104,77,53,34,17,11,6,4,2,0,203,158,101,65,41,21,15,11,5,3
26,6,2,2316,2224,145,149,104,77,53,34,17,11,6,4,2,0,199,151,103,67,46,28,13,7,3,2
26,6,0,2411,2321,149,155,114,71,48,29,21,15,8,6,2,0,213,155,104,63,45,29,20,10,4,2
26,6,1,2411,2313,149,155,114,71,48,29,21,15,8,6,2,0,204,161,106,66,44,29,16,11,7,3
26,6,2,2411,2291,149,155,114,71,48,29,21,15,8,6,2,0,202,154,105,72,41,24,17,11,6,4
26,6,0,2407,2298,156,157,119,69,45,31,21,12,7,4,4,0,213,155,104,67,42,24,14,8,8,4
26,6,1,2407,2430,156,157,119,69,45,31,21,12,7,4,4,0,208,158,105,65,43,28,21,12,6,4
26,6,2,2407,2350,156,157,119,69,45,31,21,12,7,4,4,0,207,159,106,64,42,30,16,10,4,3
26,6,0,2497,2480,157,147,108,80,51,33,21,14,7,4,3,0,212,156,106,75,47,26,17,10,7,4
26,6,1,2497,2497,157,147,108,80,51,33,21,14,7,4,3,0,211,158,109,69,44,31,19,11,4,4
26,6,2,2497,2444,157,147,108,80,51,33,21,14,7,4,3,0,205,157,109,72,45,28,16,10,6,2
26,6,0,2478,2348,147,156,119,80,53,32,20,12,8,5,2,0,214,164,113,71,45,27,17,7,5,4
26,6,1,2478,2466,147,156,119,80,53,32,20,12,8,5,2,0,211,162,111,71,44,29,19,13,6,1
26,6,2,2478,2360,147,156,119,80,53,32,20,12,8,5,2,0,211,163,109,72,45,25,13,9,6,4
26,6,0,2381,2228,151,156,109,77,53,37,21,13,6,2,1,0,203,156,104,73,41,28,17,8,4,1
26,6,1,2381,2203,151,156,109,77,53,37,21,13,6,2,1,0,214,156,111,68,44,25,14,10,4,2
26,6,2,2381,2310,151,156,109,77,53,37,21,13,6,2,1,0,211,165,106,71,50,29,14,6,3,2
26,6,0,2423,2309,156,155,120,81,50,28,22,12,7,5,2,0,214,162,109,67,44,28,15,9,4,3
26,6,1,2423,2245,156,155,120,81,50,28,22,12,7,5,2,0,213,162,113,72,42,25,15,6,4,3
26,6,2,2423,2303,156,155,120,81,50,28,22,12,7,5,2,0,212,159,106,69,41,24,19,12,7,2
26,6,0,2414,2314,155,151,118,77,49,31,17,12,9,5,3,0,206,155,104,67,43,26,15,10,8,4
26,6,1,2414,2304,155,151,118,77,49,31,17,12,9,5,3,0,211,153,110,69,42,25,18,11,5,2
26,6,2,2414,2281,155,151,118,77,49,31,17,12,9,5,3,0,211,165,108,68,42,27,14,9,5,3
26,6,0,2389,2352,147,146,110,77,51,31,20,11,9,7,2,0,214,151,108,70,42,29,17,10,6,3
26,6,1,2389,2262,147,146,110,77,51,31,20,11,9,7,2,0,199,163,104,69,42,23,14,10,7,4
26,6,2,2389,2363,147,146,110,77,51,31,20,11,9,7,2,0,199,151,107,70,48,29,19,10,6,3
26,6,0,2422,2315,146,152,114,77,51,33,17,12,8,3,3,0,215,152,100,68,47,28,16,7,4,3
26,6,1,2422,2340,146,152,114,77,51,33,17,12,8,3,3,0,208,160,108,68,41,27,15,10,8,2
26,6,2,2422,2409,146,152,114,77,51,33,17,12,8,3,3,0,196,161,113,71,42,24,15,12,5,4
