q,K,digit,G,G2,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10
26,6,0,1648,1496,123,135,92,60,35,18,13,10,5,2,0,0,165,127,81,45,26,15,11,6,2,1
26,6,1,1648,1551,123,135,92,60,35,18,13,10,5,2,0,0,161,123,78,49,32,18,11,6,2,0
26,6,2,1648,1447,123,135,92,60,35,18,13,10,5,2,0,0,167,120,76,49,25,15,8,5,3,1
26,6,0,1750,1664,116,133,87,58,37,25,17,8,4,2,1,0,160,125,79,51,33,19,11,7,2,1
26,6,1,1750,1564,116,133,87,58,37,25,17,8,4,2,1,0,165,121,79,52,33,20,8,3,3,2
26,6,2,1750,1672,116,133,87,58,37,25,17,8,4,2,1,0,164,127,82,50,29,19,14,6,3,1
26,6,0,1807,1680,133,123,97,57,38,23,13,7,4,3,2,0,166,123,84,52,33,17,7,4,3,2
26,6,1,1807,1730,133,123,97,57,38,23,13,7,4,3,2,0,170,124,79,49,29,18,13,6,5,3
26,6,2,1807,1684,133,123,97,57,38,23,13,7,4,3,2,0,166,122,83,48,30,19,11,8,3,2
26,6,0,1756,1591,123,116,92,62,37,23,13,10,6,2,1,0,164,119,86,51,29,16,9,7,4,1
26,6,1,1756,1602,123,116,92,62,37,23,13,10,6,2,1,0,162,124,80,53,32,19,12,5,2,1
26,6,2,1756,1591,123,116,92,62,37,23,13,10,6,2,1,0,159,119,80,50,31,20,11,7,3,1
26,6,0,1699,1557,126,124,98,61,36,20,11,8,4,2,1,0,163,122,84,50,24,15,10,5,2,2
26,6,1,1699,1513,126,124,98,61,36,20,11,8,4,2,1,0,165,128,81,45,25,16,10,6,3,1
26,6,2,1699,1530,126,124,98,61,36,20,11,8,4,2,1,0,164,116,77,49,34,16,7,5,3,1
26,6,0,1824,1636,124,125,87,59,41,32,15,8,3,2,2,0,163,125,82,53,35,22,10,5,3,1
26,6,1,1824,1719,124,125,87,59,41,32,15,8,3,2,2,0,166,119,84,58,34,20,10,4,3,2
26,6,2,1824,1771,124,125,87,59,41,32,15,8,3,2,2,0,170,131,84,52,35,21,11,7,2,2
26,6,0,1737,1671,125,126,92,61,41,22,16,7,5,2,1,0,167,116,81,52,33,21,12,4,3,2
26,6,1,1737,1560,125,126,92,61,41,22,16,7,5,2,1,0,174,130,85,50,27,16,10,6,3,1
26,6,2,1737,1534,125,126,92,61,41,22,16,7,5,2,1,0,157,127,81,53,34,16,9,5,2,0
26,6,0,1718,1528,130,128,97,55,37,24,15,10,5,1,0,0,167,126,79,45,27,20,11,5,3,0
26,6,1,1718,1573,130,128,97,55,37,24,15,10,5,1,0,0,166,123,87,49,32,15,9,8,2,1
26,6,2,1718,1541,130,128,97,55,37,24,15,10,5,1,0,0,169,123,78,53,33,20,11,3,1,0
26,6,0,1665,1559,128,127,91,58,37,20,13,6,4,4,1,0,160,120,76,45,31,19,11,6,2,1
26,6,1,1665,1519,128,127,91,58,37,20,13,6,4,4,1,0,161,116,82,54,27,16,7,4,4,2
26,6,2,1665,1459,128,127,91,58,37,20,13,6,4,4,1,0,168,125,76,44,27,13,10,5,3,2
26,6,0,1742,1597,127,130,101,68,38,21,10,8,5,2,1,0,167,129,84,53,29,18,8,5,3,1
26,6,1,1742,1536,127,130,101,68,38,21,10,8,5,2,1,0,171,127,85,52,27,14,9,5,2,2
26,6,2,1742,1524,127,130,101,68,38,21,10,8,5,2,1,0,173,128,85,48,29,15,9,6,3,0
26,6,0,1847,1718,138,124,95,67,45,27,12,7,5,2,1,0,174,127,88,56,32,16,11,6,3,2
26,6,1,1847,1702,138,124,95,67,45,27,12,7,5,2,1,0,177,130,89,54,32,22,11,5,1,1
26,6,2,1847,1640,138,124,95,67,45,27,12,7,5,2,1,0,173,129,85,57,36,17,6,5,5,1
26,6,0,1861,1736,124,133,95,60,39,23,18,10,3,2,1,0,165,131,82,56,33,19,11,7,3,2
26,6,1,1861,1737,124,133,95,60,39,23,18,10,3,2,1,0,172,123,82,52,32,20,13,6,2,1
26,6,2,1861,1721,124,133,95,60,39,23,18,10,3,2,1,0,173,132,89,50,33,20,12,5,3,2
26,6,0,1844,1700,133,138,97,62,34,24,15,7,5,4,2,0,172,126,83,51,29,22,13,6,4,1
26,6,1,1844,1679,133,138,97,62,34,24,15,7,5,4,2,0,181,131,85,49,27,16,10,7,5,3
26,6,2,1844,1659,133,138,97,62,34,24,15,7,5,4,2,0,168,131,82,53,35,19,10,5,2,2
26,6,0,1902,1796,131,124,95,62,40,25,15,10,5,1,1,0,172,125,81,53,34,20,12,7,3,2
26,6,1,1902,1831,131,124,95,62,40,25,15,10,5,1,1,0,173,125,86,53,34,20,12,6,3,1
26,6,2,1902,1832,131,124,95,62,40,25,15,10,5,1,1,0,167,131,90,56,32,20,11,7,4,2
26,6,0,1906,1873,124,130,95,64,38,23,16,9,5,4,1,0,174,128,84,52,31,21,14,7,4,3
26,6,1,1906,1816,124,130,95,64,38,23,16,9,5,4,1,0,174,130,86,53,33,19,12,8,4,2
26,6,2,1906,1775,124,130,95,64,38,23,16,9,5,4,1,0,163,129,87,57,34,20,11,6,4,2
26,6,0,1876,1772,130,131,95,62,38,23,12,8,7,4,2,0,174,131,86,49,30,20,12,8,5,1
26,6,1,1876,1776,130,131,95,62,38,23,12,8,7,4,2,0,167,128,82,55,36,18,9,7,5,3
26,6,2,1876,1752,130,131,95,62,38,23,12,8,7,4,2,0,172,124,84,53,29,19,13,7,4,3
26,6,0,1705,1579,123,124,92,59,39,26,16,6,3,2,1,0,162,123,82,52,31,17,11,4,2,1
26,6,1,1705,1530,123,124,92,59,39,26,16,6,3,2,1,0,168,122,81,50,29,20,10,4,2,1
26,6,2,1705,1516,123,124,92,59,39,26,16,6,3,2,1,0,161,123,81,50,33,17,7,4,2,1
26,6,0,1732,1612,124,129,91,61,40,21,13,9,5,3,1,0,167,127,87,50,32,18,9,6,3,1
26,6,1,1732,1645,124,129,91,61,40,21,13,9,5,3,1,0,161,127,78,55,32,17,11,6,3,1
26,6,2,1732,1529,124,129,91,61,40,21,13,9,5,3,1,0,169,119,79,48,28,17,11,6,3,2
26,6,0,1805,1637,129,123,96,62,38,25,14,8,4,2,2,0,167,121,82,51,30,20,11,7,2,2
26,6,1,1805,1657,129,123,96,62,38,25,14,8,4,2,2,0,168,127,89,51,31,17,10,5,3,1
26,6,2,1805,1692,129,123,96,62,38,25,14,8,4,2,2,0,169,127,81,54,33,19,10,5,4,2
26,6,0,1890,1761,133,128,98,62,41,24,12,8,5,4,3,0,173,130,87,53,33,20,9,7,5,3
26,6,1,1890,1775,133,128,98,62,41,24,12,8,5,4,3,0,171,125,84,56,32,17,11,7,5,3
26,6,2,1890,1818,133,128,98,62,41,24,12,8,5,4,3,0,175,131,87,51,33,20,13,7,3,2
26,6,0,1918,1823,128,126,98,65,38,25,16,10,6,2,1,0,172,118,86,59,36,23,14,6,4,1
26,6,1,1918,1825,128,126,98,65,38,25,16,10,6,2,1,0,184,134,89,52,28,21,12,8,5,3
26,6,2,1918,1793,128,126,98,65,38,25,16,10,6,2,1,0,161,137,88,54,36,18,11,7,2,1
26,6,0,1918,1815,126,133,94,63,42,25,15,8,5,4,2,0,179,136,91,53,32,19,12,5,3,3
26,6,1,1918,1797,126,133,94,63,42,25,15,8,5,4,2,0,173,131,80,54,38,22,12,7,4,2
26,6,2,1918,1809,126,133,94,63,42,25,15,8,5,4,2,0,166,125,88,58,32,19,11,8,5,2
26,6,0,2095,2051,130,125,98,63,43,27,19,11,5,3,2,0,175,136,93,61,37,23,13,6,5,4
26,6,1,2095,2026,130,125,98,63,43,27,19,11,5,3,2,0,178,130,91,58,37,23,15,10,4,3
26,6,2,2095,2035,130,125,98,63,43,27,19,11,5,3,2,0,176,133,90,57,39,24,15,8,4,1
26,6,0,2040,1962,125,135,97,63,40,24,15,10,8,5,2,0,170,133,88,56,36,21,16,8,5,4
26,6,1,2040,2033,125,135,97,63,40,24,15,10,8,5,2,0,177,133,93,58,34,23,16,11,5,1
26,6,2,2040,1996,125,135,97,63,40,24,15,10,8,5,2,0,179,135,85,55,36,22,10,8,7,4
26,6,0,2037,1958,135,130,98,63,39,27,16,10,6,3,3,0,178,132,88,55,37,24,13,8,4,3
26,6,1,2037,1944,135,130,98,63,39,27,16,10,6,3,3,0,174,133,92,58,35,23,14,6,3,2
26,6,2,2037,1942,135,130,98,63,39,27,16,10,6,3,3,0,180,132,87,56,34,20,13,10,7,3
26,6,0,2045,1942,131,135,96,62,41,25,17,11,6,5,3,0,178,132,84,60,35,20,15,10,5,2
26,6,1,2045,1995,131,135,96,62,41,25,17,11,6,5,3,0,181,132,88,51,36,25,15,8,5,4
26,6,2,2045,1975,131,135,96,62,41,25,17,11,6,5,3,0,174,138,95,60,38,23,13,8,5,3
26,6,0,2108,2024,135,135,100,70,39,25,18,13,8,3,1,0,185,143,97,62,35,22,14,8,4,2
26,6,1,2108,2029,135,135,100,70,39,25,18,13,8,3,1,0,184,137,86,60,36,23,15,9,6,2
26,6,2,2108,2022,135,135,100,70,39,25,18,13,8,3,1,0,180,134,96,57,38,25,16,10,4,2
26,6,0,2059,1895,135,131,101,64,45,29,17,9,6,4,2,0,174,137,91,59,40,24,14,6,5,2
26,6,1,2059,1997,135,131,101,64,45,29,17,9,6,4,2,0,186,134,96,60,34,21,14,9,5,3
26,6,2,2059,1914,135,131,101,64,45,29,17,9,6,4,2,0,184,138,91,58,39,23,11,7,3,2
26,6,0,2122,2015,133,133,102,69,43,28,17,11,4,4,2,0,186,137,93,58,39,26,11,7,4,3
26,6,1,2122,2021,133,133,102,69,43,28,17,11,4,4,2,0,175,141,98,63,37,21,13,6,5,3
26,6,2,2122,2111,133,133,102,69,43,28,17,11,4,4,2,0,188,138,92,60,36,22,17,11,4,3
26,6,0,2150,2230,133,130,101,64,42,26,17,11,8,4,3,0,184,133,87,60,39,23,16,10,7,4
26,6,1,2150,2097,133,130,101,64,42,26,17,11,8,4,3,0,180,136,93,55,37,25,16,10,5,3
26,6,2,2150,2157,133,130,101,64,42,26,17,11,8,4,3,0,178,140,99,63,38,24,14,9,6,3
26,6,0,2060,2032,130,133,92,65,44,29,17,8,5,2,1,0,178,140,92,61,36,20,12,7,5,3
26,6,2,2060,2008,130,133,92,65,44,29,17,8,5,2,1,0,174,131,95,56,35,22,13,7,4,2
26,6,0,1706,1590,127,121,97,58,38,23,14,9,3,2,1,0,173,125,85,48,25,16,12,7,3,1
26,6,1,1706,1530,127,121,97,58,38,23,14,9,3,2,1,0,165,123,74,48,35,18,8,5,2,1
26,6,2,1706,1514,127,121,97,58,38,23,14,9,3,2,1,0,155,118,86,52,30,18,9,3,1,1
26,6,0,1746,1572,121,122,89,59,37,25,14,9,5,3,1,0,155,124,82,53,32,18,8,4,3,1
26,6,1,1746,1657,121,122,89,59,37,25,14,9,5,3,1,0,167,117,79,51,33,18,12,6,4,3
26,6,2,1746,1601,121,122,89,59,37,25,14,9,5,3,1,0,163,123,81,49,29,21,12,8,2,0
26,6,0,1739,1633,122,127,88,58,39,25,17,8,4,1,1,0,168,122,86,50,28,20,12,4,3,1
26,6,1,1739,1584,122,127,88,58,39,25,17,8,4,1,1,0,158,133,84,53,30,16,10,7,3,1
26,6,2,1739,1549,122,127,88,58,39,25,17,8,4,1,1,0,165,114,72,51,38,21,10,4,1,1
26,6,0,1677,1531,123,133,94,58,36,21,13,8,6,2,0,0,166,127,79,48,30,15,10,5,3,1
26,6,1,1677,1555,123,133,94,58,36,21,13,8,6,2,0,0,160,125,76,47,29,19,12,7,2,0
26,6,2,1677,1461,123,133,94,58,36,21,13,8,6,2,0,0,168,119,83,49,27,16,7,4,3,1
26,6,0,1735,1547,133,122,94,60,37,23,12,7,4,3,1,0,172,124,83,47,25,16,11,8,2,1
26,6,1,1735,1561,133,122,94,60,37,23,12,7,4,3,1,0,157,126,82,50,32,18,7,4,3,1
26,6,2,1735,1582,133,122,94,60,37,23,12,7,4,3,1,0,168,114,77,51,31,17,10,4,4,3
26,6,0,1715,1546,122,123,91,62,39,22,13,8,4,2,2,0,161,121,77,50,32,20,9,5,2,1
26,6,1,1715,1535,122,123,91,62,39,22,13,8,4,2,2,0,159,118,86,52,27,14,9,6,3,1
26,6,2,1715,1610,122,123,91,62,39,22,13,8,4,2,2,0,168,127,80,50,31,17,11,5,3,2
26,6,0,1771,1628,127,124,96,62,38,23,15,9,5,2,1,0,171,122,89,53,30,18,12,7,2,1
26,6,1,1771,1601,127,124,96,62,38,23,15,9,5,2,1,0,169,133,82,49,30,20,10,4,2,1
26,6,2,1771,1617,127,124,96,62,38,23,15,9,5,2,1,0,162,120,80,53,33,17,10,6,4,1
26,6,0,1703,1495,124,127,92,59,38,23,14,7,4,2,1,0,164,122,76,52,30,18,9,4,2,1
26,6,1,1703,1585,124,127,92,59,38,23,14,7,4,2,1,0,164,120,78,46,29,18,11,6,4,1
26,6,2,1703,1625,124,127,92,59,38,23,14,7,4,2,1,0,164,126,87,51,31,16,9,5,2,2
26,6,0,1805,1748,127,127,91,62,37,25,13,7,4,3,2,0,172,123,79,53,28,20,14,7,4,2
26,6,1,1805,1670,127,127,91,62,37,25,13,7,4,3,2,0,170,128,82,45,30,19,8,6,4,3
26,6,2,1805,1729,127,127,91,62,37,25,13,7,4,3,2,0,158,122,85,57,35,17,9,5,3,2
26,6,0,1849,1724,128,125,95,61,36,24,14,8,7,2,2,0,164,120,82,55,34,19,10,6,4,2
26,6,1,1849,1757,128,125,95,61,36,24,14,8,7,2,2,0,170,125,86,54,28,19,14,7,5,2
26,6,2,1849,1806,128,125,95,61,36,24,14,8,7,2,2,0,170,131,83,47,33,21,11,8,4,2
26,6,0,1834,1763,125,133,92,60,38,24,16,8,3,3,2,0,170,129,87,55,32,18,10,7,4,2
26,6,1,1834,1701,125,133,92,60,38,24,16,8,3,3,2,0,170,127,77,52,32,19,11,5,3,3
26,6,2,1834,1780,125,133,92,60,38,24,16,8,3,3,2,0,166,125,84,49,32,21,13,6,3,2
26,6,0,1900,1813,133,128,99,62,37,22,13,10,7,5,2,0,166,129,87,58,35,19,12,6,4,3
26,6,1,1900,1777,133,128,99,62,37,22,13,10,7,5,2,0,178,126,80,50,29,21,14,9,6,2
26,6,2,1900,1781,133,128,99,62,37,22,13,10,7,5,2,0,174,130,90,50,32,19,11,9,4,2
26,6,0,1969,1909,133,123,94,62,38,29,19,10,6,3,2,0,172,139,90,56,34,26,14,5,4,2
26,6,1,1969,1834,133,123,94,62,38,29,19,10,6,3,2,0,168,125,86,59,35,19,13,10,6,2
26,6,2,1969,1869,133,123,94,62,38,29,19,10,6,3,2,0,180,123,88,55,39,25,14,7,2,2
26,6,0,1920,1879,123,124,90,60,43,24,18,9,6,4,2,0,166,121,84,53,40,24,16,7,3,1
26,6,1,1920,1897,123,124,90,60,43,24,18,9,6,4,2,0,166,131,92,60,34,22,11,7,5,3
26,6,2,1920,1809,123,124,90,60,43,24,18,9,6,4,2,0,172,129,81,54,33,18,13,8,5,3
26,6,0,1978,1927,124,133,93,57,36,25,14,12,7,4,2,0,175,132,83,51,35,21,13,9,3,3
26,6,1,1978,1903,124,133,93,57,36,25,14,12,7,4,2,0,162,128,84,54,36,24,15,7,5,2
26,6,2,1978,1905,124,133,93,57,36,25,14,12,7,4,2,0,172,125,85,54,31,21,13,11,7,3
26,6,0,1948,1845,132,131,99,61,41,26,14,7,4,3,2,0,181,131,86,53,33,19,10,7,5,3
26,6,1,1948,1864,132,131,99,61,41,26,14,7,4,3,2,0,169,133,87,53,32,19,12,7,3,3
26,6,2,1948,1878,132,131,99,61,41,26,14,7,4,3,2,0,173,127,87,55,35,21,11,5,4,2
26,6,0,1886,1744,131,122,94,61,40,24,15,10,5,3,1,0,169,126,81,57,34,21,12,6,3,2
26,6,1,1886,1778,131,122,94,61,40,24,15,10,5,3,1,0,169,122,83,52,32,20,12,8,4,1
26,6,2,1886,1841,131,122,94,61,40,24,15,10,5,3,1,0,170,129,91,52,34,19,12,7,4,3
26,6,0,1896,1780,122,132,94,65,39,22,14,10,6,3,2,0,168,135,85,53,33,19,13,7,4,2
26,6,1,1896,1793,122,132,94,65,39,22,14,10,6,3,2,0,172,127,84,52,32,21,13,8,3,2
26,6,2,1896,1755,122,132,94,65,39,22,14,10,6,3,2,0,170,126,87,57,32,18,10,7,5,2
26,6,0,2161,2134,131,131,99,65,42,27,15,8,6,5,4,0,173,135,95,58,37,23,14,10,5,4
26,6,1,2161,2176,131,131,99,65,42,27,15,8,6,5,4,0,186,136,91,58,36,24,14,7,6,5
26,6,2,2161,2186,131,131,99,65,42,27,15,8,6,5,4,0,178,135,89,60,38,22,14,10,8,4
26,6,1,2144,2139,131,135,93,62,42,26,16,11,7,4,2,0,170,139,87,58,38,23,15,9,6,3
26,6,2,2144,2158,131,135,93,62,42,26,16,11,7,4,2,0,183,126,90,57,39,23,15,10,5,4
26,6,0,2058,2001,135,131,104,67,37,21,16,12,7,4,2,0,184,129,84,55,34,21,14,11,6,3
26,6,1,2058,1974,135,131,104,67,37,21,16,12,7,4,2,0,179,135,97,54,33,21,14,8,5,4
26,6,2,2058,2041,135,131,104,67,37,21,16,12,7,4,2,0,176,140,92,60,35,23,16,9,5,2
26,6,1,2141,2245,129,121,97,67,44,23,13,9,7,6,2,0,176,133,95,60,35,23,14,9,7,4
26,6,2,2141,2154,129,121,97,67,44,23,13,9,7,6,2,0,171,137,90,59,35,20,13,10,7,5
26,6,0,2061,2183,121,140,93,60,39,25,15,10,7,3,3,0,176,137,86,56,35,25,15,10,7,4
26,6,1,2061,2057,121,140,93,60,39,25,15,10,7,3,3,0,174,131,85,53,36,22,13,9,5,4
26,6,2,2061,2102,121,140,93,60,39,25,15,10,7,3,3,0,171,132,89,58,36,21,15,9,6,3
26,6,0,2005,1960,126,132,100,62,41,21,15,10,6,4,2,0,166,130,85,58,37,19,12,7,4,3
26,6,1,2005,1989,126,132,100,62,41,21,15,10,6,4,2,0,186,124,88,52,34,23,15,8,6,3
26,6,2,2005,1949,126,132,100,62,41,21,15,10,6,4,2,0,170,142,91,54,31,19,13,10,5,3
26,6,0,2070,2061,132,136,94,61,35,27,14,11,8,4,3,0,172,136,93,60,31,21,15,9,7,4
26,6,1,2070,2013,132,136,94,61,35,27,14,11,8,4,3,0,181,133,81,52,35,24,16,11,5,3
26,6,2,2070,2046,132,136,94,61,35,27,14,11,8,4,3,0,175,127,86,54,39,25,12,9,6,3
26,6,0,2027,1931,136,126,99,69,44,26,16,8,4,3,3,0,177,131,93,60,37,20,12,7,5,4
26,6,1,2027,2001,136,126,99,69,44,26,16,8,4,3,3,0,179,137,93,60,35,22,14,7,3,3
26,6,2,2027,1917,136,126,99,69,44,26,16,8,4,3,3,0,181,133,89,56,35,21,11,7,5,2
26,6,0,1963,1830,122,135,94,57,41,25,16,12,5,3,3,0,166,138,86,54,36,21,13,8,3,2
26,6,1,1963,1882,122,135,94,57,41,25,16,12,5,3,3,0,170,125,82,57,37,23,15,7,3,2
26,6,2,1963,1871,122,135,94,57,41,25,16,12,5,3,3,0,178,129,89,52,33,21,12,9,6,3
26,6,0,2109,2056,135,126,99,65,39,28,17,11,8,4,1,0,176,127,92,58,37,25,16,9,4,3
26,6,1,2109,2100,135,126,99,65,39,28,17,11,8,4,1,0,184,137,97,59,34,25,15,9,6,1
26,6,2,2109,2040,135,126,99,65,39,28,17,11,8,4,1,0,176,137,86,59,40,22,13,9,6,4
26,6,0,2119,2061,126,122,100,67,45,28,18,8,5,4,3,0,182,132,96,58,35,25,14,10,5,2
26,6,1,2119,2041,126,122,100,67,45,28,18,8,5,4,3,0,174,137,94,62,41,21,11,7,5,4
26,6,2,2119,2054,126,122,100,67,45,28,18,8,5,4,3,0,173,134,91,61,38,23,16,6,5,4
26,6,0,1899,1755,133,121,98,65,41,24,13,8,6,4,2,0,174,125,85,50,30,19,15,9,5,2
26,6,1,1899,1761,133,121,98,65,41,24,13,8,6,4,2,0,176,130,91,53,35,20,8,7,4,2
26,6,2,1899,1813,133,121,98,65,41,24,13,8,6,4,2,0,166,128,86,61,34,19,11,5,4,3
26,6,0,1944,1795,121,140,94,59,37,25,17,12,5,3,2,0,171,140,85,51,35,24,12,6,4,2
26,6,1,1944,1868,121,140,94,59,37,25,17,12,5,3,2,0,166,126,83,58,36,20,13,9,4,3
26,6,2,1944,1826,121,140,94,59,37,25,17,12,5,3,2,0,179,129,87,52,31,21,15,8,3,1
26,6,0,1949,1836,140,133,98,64,37,23,16,9,6,3,2,0,174,125,85,52,32,19,15,8,5,2
26,6,1,1949,1864,140,133,98,64,37,23,16,9,6,3,2,0,181,133,94,56,32,21,12,8,4,3
26,6,2,1949,1839,140,133,98,64,37,23,16,9,6,3,2,0,178,135,81,54,34,21,11,6,4,2
26,6,0,2146,2118,128,124,89,62,44,30,18,10,7,4,1,0,171,135,91,62,40,23,13,8,4,4
26,6,2,2146,2163,128,124,89,62,44,30,18,10,7,4,1,0,175,133,95,60,36,23,14,10,7,3
26,6,0,2047,2051,124,132,90,67,44,24,16,9,6,4,3,0,171,131,93,62,31,19,16,11,7,2
26,6,1,2047,2045,124,132,90,67,44,24,16,9,6,4,3,0,180,137,87,55,37,22,13,9,5,4
26,6,2,2047,1953,124,132,90,67,44,24,16,9,6,4,3,0,171,130,86,59,41,24,12,5,4,4
26,6,0,2057,1941,132,128,103,63,39,27,16,11,6,3,2,0,180,134,94,55,34,26,12,7,4,2
26,6,1,2057,2010,132,128,103,63,39,27,16,11,6,3,2,0,174,136,91,59,35,18,12,8,6,4
26,6,2,2057,2070,132,128,103,63,39,27,16,11,6,3,2,0,179,131,88,56,38,24,17,10,4,2
26,6,0,1791,1566,124,125,94,69,48,24,12,6,5,3,0,0,172,134,86,53,30,14,9,5,3,1
26,6,1,1791,1646,124,125,94,69,48,24,12,6,5,3,0,0,167,126,85,56,36,18,10,5,2,1
26,6,2,1791,1578,124,125,94,69,48,24,12,6,5,3,0,0,171,126,90,58,32,18,7,4,3,1
26,6,0,1782,1623,125,142,98,58,38,25,12,8,4,2,2,0,171,127,80,49,32,17,9,5,3,1
26,6,1,1782,1691,125,142,98,58,38,25,12,8,4,2,2,0,173,131,85,49,31,20,10,6,3,2
26,6,2,1782,1654,125,142,98,58,38,25,12,8,4,2,2,0,171,132,83,52,29,17,10,6,3,2
26,6,0,1812,1574,142,124,101,65,37,23,17,9,4,2,1,0,181,129,89,49,28,19,12,5,2,0
26,6,1,1812,1666,142,124,101,65,37,23,17,9,4,2,1,0,171,130,87,54,31,18,11,6,3,1
26,6,2,1812,1627,142,124,101,65,37,23,17,9,4,2,1,0,173,124,83,55,34,19,10,5,2,2
26,6,0,1859,1672,135,134,92,63,38,26,17,9,5,2,1,0,173,131,89,52,34,19,9,6,3,1
26,6,1,1859,1682,135,134,92,63,38,26,17,9,5,2,1,0,176,128,80,56,34,19,11,5,3,1
26,6,2,1859,1681,135,134,92,63,38,26,17,9,5,2,1,0,173,128,84,53,30,22,14,6,2,1
26,6,0,1836,1552,134,132,105,75,44,25,12,7,4,1,1,0,178,133,90,56,32,17,9,3,2,1
26,6,1,1836,1641,134,132,105,75,44,25,12,7,4,1,1,0,182,139,95,54,31,17,8,6,3,0
26,6,2,1836,1607,134,132,105,75,44,25,12,7,4,1,1,0,180,134,89,59,31,16,8,4,1,1
26,6,0,1798,1596,132,135,103,58,40,24,15,9,4,3,0,0,179,133,82,49,31,18,10,5,2,1
26,6,1,1798,1635,132,135,103,58,40,24,15,9,4,3,0,0,167,130,86,50,33,20,11,5,2,1
26,6,2,1798,1649,132,135,103,58,40,24,15,9,4,3,0,0,177,128,88,54,31,17,10,6,3,1
26,6,0,1874,1818,129,129,101,65,36,24,16,11,6,3,2,0,175,128,94,57,37,19,12,7,4,2
26,6,1,1874,1761,129,129,101,65,36,24,16,11,6,3,2,0,177,134,83,55,32,24,14,7,3,2
26,6,2,1874,1724,129,129,101,65,36,24,16,11,6,3,2,0,170,131,87,51,29,19,12,8,4,1
26,6,0,1925,1768,129,133,95,64,41,28,17,9,6,2,1,0,171,133,93,60,34,15,9,6,3,2
26,6,1,1925,1806,129,133,95,64,41,28,17,9,6,2,1,0,181,131,83,54,37,25,17,6,2,1
26,6,2,1925,1794,129,133,95,64,41,28,17,9,6,2,1,0,174,133,88,55,34,24,10,7,5,1
26,6,0,1863,1688,133,129,91,60,44,26,16,9,4,3,1,0,172,124,88,59,34,18,10,6,3,1
26,6,1,1863,1680,133,129,91,60,44,26,16,9,4,3,1,0,175,134,83,52,30,20,13,6,2,1
26,6,2,1863,1717,133,129,91,60,44,26,16,9,4,3,1,0,169,125,83,52,39,21,10,5,3,2
26,6,0,1868,1793,121,123,88,62,40,22,11,9,6,3,2,0,158,123,81,53,33,17,10,7,5,3
26,6,1,1868,1851,121,123,88,62,40,22,11,9,6,3,2,0,170,119,82,52,31,19,14,8,4,2
26,6,2,1868,1784,121,123,88,62,40,22,11,9,6,3,2,0,162,127,83,53,32,20,10,8,5,3
26,6,0,1802,1739,123,126,92,56,36,22,14,9,5,3,2,0,166,128,85,48,28,18,11,8,6,3
26,6,1,1802,1766,123,126,92,56,36,22,14,9,5,3,2,0,156,128,77,52,35,18,11,7,2,2
26,6,2,1802,1679,123,126,92,56,36,22,14,9,5,3,2,0,168,111,79,49,30,21,13,6,4,2
26,6,0,1787,1639,126,121,93,58,35,24,15,7,5,4,2,0,164,120,78,51,33,21,10,5,4,2
26,6,1,1787,1730,126,121,93,58,35,24,15,7,5,4,2,0,158,121,85,52,28,18,13,8,5,2
26,6,2,1787,1728,126,121,93,58,35,24,15,7,5,4,2,0,169,124,81,48,32,19,11,6,3,3
26,6,0,1866,1823,127,125,90,61,34,22,14,11,6,3,2,0,170,126,87,49,32,18,12,9,5,3
26,6,1,1866,1764,127,125,90,61,34,22,14,11,6,3,2,0,158,124,79,57,34,20,12,7,4,2
26,6,2,1866,1808,127,125,90,61,34,22,14,11,6,3,2,0,169,120,79,49,28,22,14,8,4,2
26,6,0,1856,1702,125,124,95,66,39,26,15,6,5,3,2,0,164,122,86,59,38,16,8,5,4,2
26,6,1,1856,1768,125,124,95,66,39,26,15,6,5,3,2,0,174,127,85,55,30,21,13,5,4,3
26,6,2,1856,1716,125,124,95,66,39,26,15,6,5,3,2,0,169,133,87,49,29,21,11,7,3,1
26,6,0,1865,1771,124,127,94,55,40,22,15,8,3,2,2,0,166,127,87,52,29,17,10,5,4,3
26,6,1,1865,1803,124,127,94,55,40,22,15,8,3,2,2,0,168,125,77,48,32,18,13,8,4,3
26,6,2,1865,1828,124,127,94,55,40,22,15,8,3,2,2,0,162,120,81,51,35,21,11,6,3,2
26,6,0,1782,1708,124,125,96,57,38,23,14,11,5,3,1,0,164,126,82,51,32,18,11,8,3,2
26,6,1,1782,1622,124,125,96,57,38,23,14,11,5,3,1,0,168,119,80,51,33,19,12,5,2,2
26,6,2,1782,1647,124,125,96,57,38,23,14,11,5,3,1,0,165,128,86,50,30,20,11,7,4,0
26,6,0,1817,1691,125,127,90,62,40,26,16,8,4,2,1,0,160,129,90,55,32,18,9,5,3,1
26,6,1,1817,1642,125,127,90,62,40,26,16,8,4,2,1,0,173,123,79,55,34,19,11,5,3,1
26,6,2,1817,1665,125,127,90,62,40,26,16,8,4,2,1,0,169,125,81,50,32,21,12,6,2,2
26,6,0,1825,1704,127,124,93,63,39,26,16,7,5,3,2,0,164,124,91,56,33,19,10,6,4,1
26,6,1,1825,1736,127,124,93,63,39,26,16,7,5,3,2,0,169,131,84,56,31,18,11,6,3,2
26,6,2,1825,1672,127,124,93,63,39,26,16,7,5,3,2,0,172,123,79,49,34,22,12,5,3,2
