6,19,2,3,0,1,0,1
8,36,3,4,1,0,1,0,1
10,61,4,5,1,1,0,1,0,1
12,101,5,7,0,1,1,1,0,1,0,1
14,162,8,8,0,2,2,1,1,0,1,0,1
16,253,13,9,0,5,2,2,1,1,0,1,0,1
18,388,19,10,0,6,5,2,2,1,1,0,1,0,1
20,629,38,11,9,9,7,5,2,2,1,1,0,1,0,1
22,995,58,12,14,14,10,7,5,2,2,1,1,0,1,0,1
24,1626,86,14,0,21,21,14,10,7,5,2,2,1,1,0,1,0,1
26,2622,141,15,0,44,31,22,14,10,7,5,2,2,1,1,0,1,0,1
28,4144,215,16,0,64,50,35,22,14,10,7,5,2,2,1,1,0,1,0,1
30,6438,321,17,0,96,70,53,36,22,14,10,7,5,2,2,1,1,0,1,0,1
32,10430,619,18,144,144,105,70,54,36,22,14,10,7,5,2,2,1,1,0,1,0,1
34,16505,954,19,230,235,158,105,70,54,36,22,14,10,7,5,2,2,1,1,0,1,0,1
36,27074,1443,21,0,350,359,245,158,105,70,54,36,22,14,10,7,5,2,2,1,1,0,1,0,1
38,43770,2340,22,0,695,532,373,251,158,105,70,54,36,22,14,10,7,5,2,2,1,1,0,1,0,1
40,69094,3563,23,0,1082,809,556,376,251,158,105,70,54,36,22,14,10,7,5,2,2,1,1,0,1,0,1
42,107133,5337,24,0,1603,1232,826,560,376,251,158,105,70,54,36,22,14,10,7,5,2,2,1,1,0,1,0,1
44,173956,10465,25,2420,2466,1823,1252,828,560,376,251,158,105,70,54,36,22,14,10,7,5,2,2,1,1,0,1,0,1
